,Unnamed: 0,links,names,ratings,price for one,cuisine,no of cisine,delivery time,location,outlets,home_delivery,takeaway_available,vegetarian_only,indoor_seating
184,184,https://www.zomato.com/hyderabad/garden-street-kitchen-saroor-nagar,Garden Street Kitchen,3.9,₹200 for one,"North Indian, Chinese, Biryani, Beverages",4,45 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
185,185,https://www.zomato.com/hyderabad/max-ice-cream-bakers-malakpet,Max Ice Cream & Bakers,4.1,₹200 for one,"Ice Cream, Desserts, Pizza",3,39 min,"Malakpet, Hyderabad",6,yes,yes,no,yes
186,186,https://www.zomato.com/hyderabad/al-ammar-arabian-cafeteria-saroor-nagar,Al Ammar Arabian Cafeteria,3.9,₹200 for one,"Lebanese, Wraps, Fast Food, Beverages",4,46 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
187,187,https://www.zomato.com/hyderabad/mahalaxmi-tiffin-centre-nampally,Mahalaxmi Tiffin Centre,3.9,₹200 for one,South Indian,1,40 min,"Nampally, Hyderabad",6,yes,yes,yes,yes
188,188,https://www.zomato.com/hyderabad/coffee-cream-2-ghansi-bazaar,Coffee Cream,4.0,₹200 for one,"Fast Food, Desserts, Beverages, Pasta, Pizza, Sandwich, Italian, Chinese",8,41 min,"Ghansi Bazaar, Hyderabad",2,yes,yes,no,no
189,189,https://www.zomato.com/hyderabad/nrs-nandini-anand-dilsukhnagar,NR's Nandini Anand,3.7,₹100 for one,"South Indian, Chinese, Desserts",3,45 min,"Dilsukhnagar, Hyderabad",5,yes,yes,yes,yes
190,190,https://www.zomato.com/hyderabad/shero-home-food-andhra-3-mehdipatnam,Shero Home Food - Andhra,3.8,₹100 for one,"Andhra, South Indian, Desserts",3,58 min,"Mehdipatnam, Hyderabad",89,no,no,yes,no
191,191,https://www.zomato.com/hyderabad/frykiki-banjara-hills,Frykiki,3.7,₹100 for one,"Cafe, Coffee, Beverages, Fast Food, Mexican, Wraps, Pizza, Pasta",8,71 min,"Banjara Hills, Hyderabad",4,yes,yes,no,yes
192,192,https://www.zomato.com/hyderabad/sandwich-eatery-rajendra-nagar,Sandwich Eatery,3.8,₹100 for one,"Fast Food, Sandwich, Shake, Beverages, Burger, Coffee",6,68 min,"Rajendra Nagar, Hyderabad",11,yes,yes,no,yes
193,193,https://www.zomato.com/hyderabad/hotel-swagath-1-saroor-nagar,Hotel Swagath,4.3,₹100 for one,"South Indian, Beverages",2,44 min,"Saroor Nagar, Hyderabad",0,yes,yes,yes,no
194,194,https://www.zomato.com/hyderabad/shahi-rasoi-multicuisine-family-restaurant-masab-tank,Shahi Rasoi Multicuisine Family Restaurant,4.0,₹100 for one,"Chinese, North Indian, BBQ, Arabian, Sichuan, Seafood, Desserts, Beverages",8,58 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
195,195,https://www.zomato.com/hyderabad/burhanpur-khowa-jalebi-charminar,Burhanpur Khowa Jalebi,4.3,₹100 for one,Mithai,1,28 min,"Charminar, Hyderabad",0,yes,yes,no,no
196,196,https://www.zomato.com/hyderabad/arabian-shawarma-1-rajendra-nagar,Arabian Shawarma,3.1,₹100 for one,"Beverages, Shawarma",2,62 min,"Rajendra Nagar, Hyderabad",8,no,no,no,no
197,197,https://www.zomato.com/hyderabad/iqbal-cafe-1-charminar,Iqbal Cafe,4.3,₹100 for one,"Hyderabadi, Biryani",2,29 min,"Charminar, Hyderabad",0,yes,yes,no,yes
198,198,https://www.zomato.com/hyderabad/grill-n-wrap-1-charminar,Grill N Wrap,3.9,₹100 for one,"Wraps, Shawarma, Fast Food, Beverages",4,34 min,"Charminar Area, Charminar, Hyderabad",23,yes,yes,no,yes
199,199,https://www.zomato.com/hyderabad/spicy-dhaba-begum-bazaar,Spicy Dhaba,4.1,₹100 for one,"North Indian, Chinese, Biryani",3,34 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,yes
200,200,https://www.zomato.com/hyderabad/chinese-hut-fast-food-charminar,Chinese Hut Fast Food,3.8,₹100 for one,"Chinese, Sichuan, North Indian",3,48 min,"Charminar Area, Charminar, Hyderabad",23,yes,yes,no,no
201,201,https://www.zomato.com/hyderabad/stop-n-go-bakers-lakdikapul,Stop N Go Bakers,3.9,₹100 for one,"Pizza, Burger, Fast Food, Chinese",4,56 min,"Lakdikapul, Hyderabad",2,yes,yes,no,yes
202,202,https://www.zomato.com/hyderabad/gelatica-gelato-ice-cream-rajendra-nagar,Gelatica Gelato - Ice Cream,3.8,₹100 for one,"Ice Cream, Desserts",2,Currently not accepting orders,"Rajendra Nagar, Hyderabad",8,no,no,no,no
203,203,https://www.zomato.com/hyderabad/zaffran-mataam-alarabi-falaknuma,Zaffran Mataam Alarabi,4.0,₹100 for one,"Arabian, Biryani, Mandi, Mughlai, Desserts",5,37 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
204,204,https://www.zomato.com/hyderabad/akbar-fast-food-2-charminar,Akbar Fast Food,3.5,₹100 for one,"South Indian, North Indian",2,29 min,"Charminar Area, Charminar, Hyderabad",23,yes,yes,no,yes
205,205,https://www.zomato.com/hyderabad/maks-kitchen-1-mehdipatnam,Maks Kitchen,4.3,₹100 for one,"North Indian, Chinese, Mughlai",3,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
206,206,https://www.zomato.com/hyderabad/a1-pakoda-house-saroor-nagar,A1 Pakoda House,3.9,₹100 for one,"Fast Food, Lebanese, Biryani, Chinese, Sichuan",5,45 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
207,207,https://www.zomato.com/hyderabad/gullu-dadas-biryani-masab-tank,Gullu Dadas Biryani,3.7,₹100 for one,"Biryani, North Indian, Kebab, Desserts",4,Currently not accepting orders,"Masab Tank, Hyderabad",4,no,no,no,no
208,208,https://www.zomato.com/hyderabad/italian-pizzeria-mehdipatnam,Italian Pizzeria,3.4,₹100 for one,"Pizza, Fast Food, Burger, Pasta, Sandwich, Shake",6,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
209,209,https://www.zomato.com/hyderabad/momo-zone-the-momo-company-dilsukhnagar,Momo Zone - The Momo Company,4.1,₹100 for one,"Momos, Fast Food, Desserts",3,59 min,"Dilsukhnagar, Hyderabad",12,no,no,no,no
210,210,https://www.zomato.com/hyderabad/nizams-khana-ghar-falaknuma,Nizams Khana Ghar,4.1,₹100 for one,"South Indian, Chinese, Street Food",3,44 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
211,211,https://www.zomato.com/hyderabad/bismillah-arabian-shawarma-1-saroor-nagar,Bismillah Arabian Shawarma,3.9,₹100 for one,Shawarma,1,46 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
212,212,https://www.zomato.com/hyderabad/spice-6-global-dining-banjara-hills,Spice 6 - Global Dining,4.2,₹100 for one,"Lebanese, North Indian, Chinese, Sandwich, Kebab, Seafood, Desserts",7,Currently not accepting orders,"Banjara Hills, Hyderabad",2,yes,yes,no,yes
213,213,https://www.zomato.com/hyderabad/golden-zaiqa-restaurant-mehdipatnam,Golden Zaiqa Restaurant,3.9,₹150 for one,"Biryani, Chinese, North Indian, Seafood",4,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
214,214,https://www.zomato.com/hyderabad/express-by-abs-malakpet,Express By ABs,3.8,₹150 for one,"North Indian, BBQ, Kebab, Biryani",4,54 min,"Malakpet, Hyderabad",11,no,no,no,no
215,215,https://www.zomato.com/hyderabad/chaat-chaska-1-chandrayanagutta,Chaat Chaska,4.3,₹150 for one,Street Food,1,46 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
216,216,https://www.zomato.com/hyderabad/fch-fried-chicken-hub-mehdipatnam,FCH - Fried Chicken Hub,3.8,₹150 for one,"Fast Food, Burger, Wraps",3,Currently not accepting orders,"Mehdipatnam, Hyderabad",2,yes,yes,no,no
217,217,https://www.zomato.com/hyderabad/hotel-ghar-pakwan-malakpet,Hotel Ghar Pakwan,4.2,₹150 for one,"North Indian, Mughlai, Hyderabadi",3,36 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
218,218,https://www.zomato.com/hyderabad/thinduda-a-telangana-kitchen-dilsukhnagar,Thinduda - A Telangana Kitchen,3.9,₹150 for one,"Biryani, South Indian, Andhra",3,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
219,219,https://www.zomato.com/hyderabad/al-hamoor-arabian-restaurant-chandrayanagutta,Al - Hamoor Arabian Restaurant,3.8,₹150 for one,"Mandi, Desserts",2,49 min,"Chandrayanagutta, Hyderabad",2,yes,yes,no,yes
220,220,https://www.zomato.com/hyderabad/red-oven-bakers-falaknuma,Red Oven Bakers,4.2,₹150 for one,"Bakery, Pizza, Burger, Sandwich, Fast Food",5,41 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
221,221,https://www.zomato.com/hyderabad/essa-shawarma-chandrayanagutta,Essa Shawarma,3.2,₹150 for one,"Fast Food, Shawarma",2,46 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
222,222,https://www.zomato.com/hyderabad/emerald-mithai-shop-banjara-hills,Emerald Mithai Shop,4.4,₹150 for one,Mithai,1,Closes in 1 hour 8 minutes,"Banjara Hills, Hyderabad",2,yes,yes,no,yes
223,223,https://www.zomato.com/hyderabad/sip-bite-1-malakpet,Sip & Bite,3.8,₹150 for one,"Shawarma, Wraps, Pizza, Burger, Fast Food, Desserts, Shake, Beverages",8,44 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
224,224,https://www.zomato.com/hyderabad/65-corner-fast-food-lakdikapul,65 Corner Fast Food,4.1,₹150 for one,Chinese,1,49 min,"Lakdikapul, Hyderabad",0,yes,yes,no,no
225,225,https://www.zomato.com/hyderabad/telangana-inti-ruchulu-dilsukhnagar,Telangana Inti Ruchulu,3.8,₹150 for one,"Biryani, South Indian, Beverages, Andhra",4,56 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
226,226,https://www.zomato.com/hyderabad/turkish-central-nampally,Turkish Central,3.7,₹150 for one,"Turkish, Lebanese, Shawarma",3,53 min,"Nampally, Hyderabad",0,yes,yes,no,yes
227,227,https://www.zomato.com/hyderabad/al-aqwan-bait-al-mandi-chandrayanagutta,Al Aqwan Bait Al Mandi,4.1,₹150 for one,"Arabian, Kebab, Seafood, Mandi, Desserts",5,48 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
228,228,https://www.zomato.com/hyderabad/cafe-coffee-day-khairatabad,Cafe Coffee Day,3.9,₹150 for one,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Fast Food, Desserts",8,55 min,"Khairatabad, Hyderabad",26,yes,yes,no,yes
229,229,https://www.zomato.com/hyderabad/traffic-mandi-house-l-b-nagar,Traffic Mandi House,4.2,₹150 for one,"Seafood, North Indian, South Indian",3,48 min,"L B Nagar, Hyderabad",0,no,no,no,no
230,230,https://www.zomato.com/hyderabad/firangi-bake-malakpet,Firangi Bake,4.0,₹150 for one,"Italian, Mexican, Desserts",3,49 min,"Malakpet, Hyderabad",31,no,no,no,no
231,231,https://www.zomato.com/hyderabad/new-balaji-family-dhaba-1-saroor-nagar,New Balaji Family Dhaba,3.5,₹150 for one,"Chinese, Rolls, North Indian, Biryani, Beverages, Desserts",6,50 min,"Saroor Nagar, Hyderabad",2,yes,yes,yes,yes
232,232,https://www.zomato.com/hyderabad/tajis-food-court-1-charminar,Taji's Food Court,4.0,₹150 for one,"Chinese, South Indian, North Indian",3,56 min,"Charminar, Hyderabad",0,yes,yes,no,yes
233,233,https://www.zomato.com/hyderabad/alhamdulillah-hotel-falaknuma,Alhamdulillah Hotel,4.1,₹150 for one,"Hyderabadi, Chinese, Mughlai, Seafood, Biryani",5,53 min,"Falaknuma, Hyderabad",4,yes,yes,no,no
234,234,https://www.zomato.com/hyderabad/sri-jyothi-raghavendra-udupi-veg-dilsukhnagar,Sri Jyothi Raghavendra Udupi Veg,4.0,₹150 for one,"North Indian, South Indian",2,42 min,"Dilsukhnagar, Hyderabad",0,yes,yes,yes,no
235,235,https://www.zomato.com/hyderabad/baker-street-mehdipatnam,Baker Street,4.0,₹150 for one,"Bakery, Chinese, Sandwich, Burger, Pizza, Fast Food",6,51 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
236,236,https://www.zomato.com/hyderabad/jain-kitchen-pure-vegetarian-restaurant-malakpet,Jain Kitchen Pure Vegetarian Restaurant,4.0,₹150 for one,"North Indian, Chinese, Fast Food, Kebab, Beverages",5,52 min,"Malakpet, Hyderabad",0,yes,yes,yes,yes
237,237,https://www.zomato.com/hyderabad/coffee-and-more-banjara-hills,Coffee And More,4.2,₹150 for one,"Fast Food, Coffee, Beverages",3,55 min,"Banjara Hills, Hyderabad",0,yes,yes,no,no
238,238,https://www.zomato.com/hyderabad/scoops-tiffin-centre-begum-bazaar,Scoops Tiffin Centre,4.1,₹150 for one,"Street Food, Fast Food, South Indian, Pizza",4,31 min,"Begum Bazaar, Hyderabad",0,yes,yes,no,yes
239,239,https://www.zomato.com/hyderabad/mandi-town-khairatabad,Mandi Town,3.8,₹150 for one,"Mandi, Chinese, North Indian, Arabian, Hyderabadi, Kebab",6,60 min,"Khairatabad, Hyderabad",4,yes,yes,no,yes
240,240,https://www.zomato.com/hyderabad/itabian-restro-1-malakpet,Itabian Restro,4.2,₹150 for one,"Rolls, Sandwich, Lebanese, Fast Food, Kebab",5,42 min,"Malakpet, Hyderabad",2,yes,yes,no,yes
241,241,https://www.zomato.com/hyderabad/shah-shawarma-6-mehdipatnam,Shah Shawarma,3.8,₹150 for one,Shawarma,1,48 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
242,242,https://www.zomato.com/hyderabad/dine-hill-masab-tank,Dine Hill,3.9,₹150 for one,"North Indian, Chinese",2,54 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
243,243,https://www.zomato.com/hyderabad/mr-bakes-dilsukhnagar,Mr. Bakes,3.4,₹150 for one,Burger,1,54 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
244,244,https://www.zomato.com/hyderabad/late-night-biryani-saroor-nagar,Late Night Biryani,3.4,₹150 for one,"Chinese, Biryani, North Indian",3,58 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
245,245,https://www.zomato.com/hyderabad/arabian-food-court-falaknuma,Arabian Food Court,4.0,₹150 for one,"Rolls, Burger, Fast Food",3,57 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
246,246,https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-1-saroor-nagar,Sri Balaji Mithai Bhandar,4.4,₹150 for one,"Mithai, Street Food",2,45 min,"Saroor Nagar, Hyderabad",2,yes,yes,no,no
247,247,https://www.zomato.com/hyderabad/angaara-kababs-on-charcoal-attapur,Angaara Kababs On Charcoal,3.8,₹150 for one,"Kebab, North Indian, Mughlai, Chinese, Seafood, Biryani",6,52 min,"Attapur, Hyderabad",3,yes,yes,no,no
248,248,https://www.zomato.com/hyderabad/pranav-dhaba-begum-bazaar,Pranav Dhaba,4.4,₹150 for one,"North Indian, Chinese, Biryani",3,39 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,yes
249,249,https://www.zomato.com/hyderabad/the-royal-palace-malakpet,The Royal Palace,4.0,₹150 for one,"North Indian, Chinese, Mughlai, Biryani",4,41 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
250,250,https://www.zomato.com/hyderabad/al-baik-arabian-cafeteria-saroor-nagar,AL-Baik Arabian Cafeteria,3.6,₹150 for one,"Wraps, Burger, Sandwich, Fast Food",4,46 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
251,251,https://www.zomato.com/hyderabad/bhagyalakshmi-dhaba-begum-bazaar,Bhagyalakshmi Dhaba,3.9,₹150 for one,"North Indian, Chinese, Biryani, Beverages",4,36 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,yes
252,252,https://www.zomato.com/hyderabad/al-rabea-mandi-house-charminar,Al Rabea Mandi House,4.3,₹150 for one,Mandi,1,31 min,"Charminar, Hyderabad",0,yes,yes,no,yes
253,253,https://www.zomato.com/hyderabad/al-madina-fast-food-centre-charminar,Al Madina Fast Food Centre,3.8,₹150 for one,"Chinese, Mughlai, Biryani",3,33 min,"Charminar, Hyderabad",0,no,no,no,no
254,254,https://www.zomato.com/hyderabad/fine-haleem-and-lassi-falaknuma,Fine Haleem And Lassi,3.8,₹150 for one,Hyderabadi,1,40 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
255,255,https://www.zomato.com/hyderabad/sri-gayatri-bhavan-dilsukhnagar,Sri Gayatri Bhavan,4.2,₹150 for one,South Indian,1,49 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
256,256,https://www.zomato.com/hyderabad/gulbargas-mama-puri-and-special-snacks-1-charminar,Gulbarga's Mama Puri And Special Snacks,4.2,₹150 for one,"Mithai, Street Food",2,29 min,"Charminar, Hyderabad",2,yes,yes,no,no
257,257,https://www.zomato.com/hyderabad/the-hyderabad-chicken-haleem-falaknuma,The Hyderabad Chicken Haleem,3.4,₹150 for one,Hyderabadi,1,52 min,"Falaknuma, Hyderabad",5,yes,yes,no,no
258,258,https://www.zomato.com/hyderabad/ruby-restaurant-chandrayanagutta,Ruby Restaurant,4.1,₹150 for one,"Chinese, Arabian, Mughlai, Biryani, Beverages",5,36 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
259,259,https://www.zomato.com/hyderabad/indira-darshini-khairatabad,Indira Darshini,4.0,₹150 for one,"Chinese, Biryani, North Indian",3,56 min,"Khairatabad, Hyderabad",0,yes,yes,no,yes
260,260,https://www.zomato.com/hyderabad/al-arabia-shawarma-2-nampally,Al Arabia Shawarma,4.1,₹150 for one,Shawarma,1,46 min,"Nampally, Hyderabad",0,yes,yes,no,yes
261,261,https://www.zomato.com/hyderabad/imran-restaurant-falaknuma,Imran Restaurant,4.1,₹200 for one,"Chinese, North Indian, Fast Food, Biryani, Kebab",5,50 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
262,262,https://www.zomato.com/hyderabad/masqati-true-juice-charminar,Masqati True Juice,4.0,₹200 for one,"Street Food, Fast Food, Beverages, Shake",4,36 min,"Charminar Area, Charminar, Hyderabad",23,yes,yes,yes,yes
263,263,https://www.zomato.com/hyderabad/shero-home-food-chettinad-mehdipatnam,Shero Home Food - Chettinad,4.0,₹200 for one,"South Indian, Andhra, Desserts",3,62 min,"Mehdipatnam, Hyderabad",24,no,no,yes,no
264,264,https://www.zomato.com/hyderabad/fruitfull-dilsukhnagar,Fruitfull,3.9,₹200 for one,Healthy Food,1,48 min,"Dilsukhnagar, Hyderabad",2,no,no,yes,no
265,265,https://www.zomato.com/hyderabad/pista-house-mandi-malakpet,Pista House Mandi,4.3,₹200 for one,"Mandi, Biryani",2,50 min,"Malakpet, Hyderabad",2,no,no,no,no
266,266,https://www.zomato.com/hyderabad/kings-chat-darbar-mehdipatnam,King's Chat Darbar,4.1,₹200 for one,Street Food,1,66 min,"Mehdipatnam, Hyderabad",0,no,no,no,no
267,267,https://www.zomato.com/hyderabad/natural-juice-cycle-1-falaknuma,Natural Juice Cycle,4.0,₹200 for one,"Juices, Shake, Desserts, Beverages",4,39 min,"Falaknuma, Hyderabad",2,yes,yes,yes,yes
268,268,https://www.zomato.com/hyderabad/al-hashmi-arabian-shawarma-fast-food-charminar,Al Hashmi Arabian Shawarma & Fast Food,4.0,₹200 for one,"Fast Food, Shawarma",2,46 min,"Charminar, Hyderabad",0,yes,yes,no,yes
269,269,https://www.zomato.com/hyderabad/faasos-signature-wraps-and-rolls-malakpet,Faasos Signature Wraps and Rolls,3.8,₹200 for one,"Rolls, Wraps, North Indian",3,49 min,"Malakpet, Hyderabad",29,no,no,no,no
270,270,https://www.zomato.com/hyderabad/alishan-restro-charminar,Alishan Restro,3.7,₹200 for one,"Chinese, Momos, Rolls",3,38 min,"Charminar, Hyderabad",0,yes,yes,no,yes
271,271,https://www.zomato.com/hyderabad/al-madina-chicken-haleem-falaknuma,Al Madina Chicken Haleem,3.5,₹200 for one,Hyderabadi,1,50 min,"Falaknuma, Hyderabad",6,yes,yes,no,yes
272,272,https://www.zomato.com/hyderabad/pista-bakery-chandrayanagutta,Pista Bakery,4.0,₹200 for one,Fast Food,1,48 min,"Chandrayanagutta, Hyderabad",0,no,no,no,no
273,273,https://www.zomato.com/hyderabad/al-azeem-cafe-falaknuma,Al Azeem Cafe,3.4,₹100 for one,Hyderabadi,1,50 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
274,274,https://www.zomato.com/hyderabad/cravings-charminar,Cravings,4.2,₹100 for one,"Street Food, Fast Food",2,44 min,"Charminar, Hyderabad",0,yes,yes,no,yes
275,275,https://www.zomato.com/hyderabad/snappy-snacks-point-charminar,Snappy Snacks Point,3.5,₹100 for one,"Fast Food, Street Food, Momos",3,54 min,"Charminar, Hyderabad",2,no,no,no,no
276,276,https://www.zomato.com/hyderabad/sauced-up-masab-tank,Sauced Up,4.4,₹100 for one,"Burger, Fast Food",2,66 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
277,277,https://www.zomato.com/hyderabad/al-baik-chandrayanagutta,AL - Baik,3.1,₹100 for one,"Sandwich, Burger, Shawarma, Street Food",4,47 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
278,278,https://www.zomato.com/hyderabad/grills-corner-chandrayanagutta,Grills Corner,3.4,₹100 for one,"Lebanese, Fast Food, Pizza",3,51 min,"Chandrayanagutta, Hyderabad",2,yes,yes,no,no
279,279,https://www.zomato.com/hyderabad/mubarak-darbar-attapur,Mubarak Darbar,4.2,₹100 for one,"Mughlai, Hyderabadi, Chinese, Biryani, Fast Food, Kebab, Roast Chicken",7,43 min,"Attapur, Hyderabad",0,yes,yes,no,yes
280,280,https://www.zomato.com/hyderabad/feel-in-saudi-chandrayanagutta,Feel In Saudi,3.2,₹100 for one,"Arabian, Lebanese, North Indian, Juices, Beverages, Shawarma",6,47 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
281,281,https://www.zomato.com/hyderabad/victoria-restaurant-charminar,Victoria Restaurant,4.1,₹100 for one,"North Indian, Mughlai, Biryani, Desserts",4,34 min,"Charminar, Hyderabad",0,yes,yes,no,yes
282,282,https://www.zomato.com/hyderabad/chacha-fast-food-malakpet,Chacha Fast Food,4.4,₹100 for one,"Fast Food, North Indian",2,43 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
283,283,https://www.zomato.com/hyderabad/hameedi-confectioner-masab-tank,Hameedi Confectioner,4.5,₹100 for one,"Mithai, Street Food",2,50 min,"Masab Tank, Hyderabad",4,yes,yes,yes,yes
284,284,https://www.zomato.com/hyderabad/paradise-fast-food-juice-mehdipatnam,Paradise Fast Food & Juice,3.8,₹100 for one,"North Indian, South Indian, Chinese, Kebab, Sichuan",5,50 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
285,285,https://www.zomato.com/hyderabad/juice-world-1-saroor-nagar,Juice World,4.2,₹100 for one,"Pizza, Fast Food, Street Food, Healthy Food, Juices, Shake, Beverages, Desserts",8,44 min,"Saroor Nagar, Hyderabad",2,yes,yes,no,yes
286,286,https://www.zomato.com/hyderabad/ankara-shawarma-sandwiches-chandrayanagutta,Ankara Shawarma & Sandwiches,4.3,₹100 for one,"Shawarma, Fast Food",2,58 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
287,287,https://www.zomato.com/hyderabad/balaji-mukesh-mithai-bhandar-saroor-nagar,Balaji Mukesh Mithai Bhandar,4.4,₹100 for one,Mithai,1,48 min,"Saroor Nagar, Hyderabad",0,yes,yes,yes,no
288,288,https://www.zomato.com/hyderabad/mataam-al-turky-family-restaurant-malakpet,Mataam Al Turky Family Restaurant,4.0,₹100 for one,"North Indian, Chinese, Kebab, Mughlai, Arabian, Desserts, Beverages",7,45 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
289,289,https://www.zomato.com/hyderabad/al-arabian-wraps-charminar,Al Arabian Wraps,4.3,₹100 for one,"Wraps, Fast Food, Beverages",3,44 min,"Charminar, Hyderabad",0,yes,yes,no,no
290,290,https://www.zomato.com/hyderabad/chennai-tiffins-pure-veg-chandrayanagutta,Chennai Tiffins Pure Veg,4.0,₹100 for one,"South Indian, North Indian, Chinese",3,39 min,"Chandrayanagutta, Hyderabad",0,yes,yes,yes,yes
291,291,https://www.zomato.com/hyderabad/auberry-the-bake-shop-malakpet,Auberry The Bake Shop,3.9,₹100 for one,"Desserts, Cafe",2,46 min,"The Next Galleria Mall, Malakpet, Hyderabad",8,yes,yes,no,no
292,292,https://www.zomato.com/hyderabad/mehboob-alams-restaurant-falaknuma,Mehboob Alam's Restaurant,3.9,₹100 for one,"Andhra, North Indian, Mughlai, Biryani, Chinese, Seafood",6,62 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
293,293,https://www.zomato.com/hyderabad/pvr-café-malakpet,PVR Café,4.1,₹100 for one,"Fast Food, Momos, Beverages",3,49 min,"The Next Galleria Mall, Malakpet, Hyderabad",8,no,no,no,no
294,294,https://www.zomato.com/hyderabad/janata-drive-in-falaknuma,Janata Drive In,3.7,₹100 for one,"North Indian, Chinese, Mandi, Italian, Burger, Shawarma, Desserts, Beverages",8,71 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
295,295,https://www.zomato.com/hyderabad/sri-udupi-grand-mehdipatnam,Sri Udupi Grand,4.0,₹100 for one,"South Indian, Chinese, North Indian",3,42 min,"Mehdipatnam, Hyderabad",0,yes,yes,yes,yes
296,296,https://www.zomato.com/hyderabad/balaji-chat-bhandar-dilsukhnagar,Balaji Chat Bhandar,4.3,₹100 for one,Street Food,1,48 min,"Dilsukhnagar, Hyderabad",0,yes,yes,yes,no
297,297,https://www.zomato.com/hyderabad/tewari-brothers-mithaiwala-khairatabad,Tewari Brothers Mithaiwala,4.1,₹100 for one,"Mithai, Desserts, Street Food",3,51 min,"Khairatabad, Hyderabad",0,yes,yes,yes,yes
298,298,https://www.zomato.com/hyderabad/fusion-food-corner-1-chandrayanagutta,Fusion Food Corner,4.0,₹100 for one,"Wraps, Fast Food, Chinese, Shake, Beverages",5,49 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
299,299,https://www.zomato.com/hyderabad/the-dessert-zone-dilsukhnagar,The Dessert Zone,3.8,₹100 for one,"Desserts, Shake, Ice Cream, Bakery, Beverages",5,53 min,"Dilsukhnagar, Hyderabad",11,no,no,no,no
300,300,https://www.zomato.com/hyderabad/tea-time-and-food-club-malakpet,Tea Time And Food Club,4.0,₹100 for one,"Shawarma, Burger, Pizza, Wraps, Fast Food, Street Food, Shake, Beverages",8,38 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
301,301,https://www.zomato.com/hyderabad/agra-mithai-ghar-restaurant-1-charminar,Agra Mithai Ghar & Restaurant,4.3,₹100 for one,"Street Food, Sandwich, Mithai, Beverages",4,28 min,"Charminar, Hyderabad",0,yes,yes,yes,no
302,302,https://www.zomato.com/hyderabad/mr-faddy-mehdipatnam,Mr. Faddy,4.0,₹100 for one,"Roast Chicken, Burger, Fast Food, Beverages",4,64 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
303,303,https://www.zomato.com/hyderabad/bismillah-hotel-1-falaknuma,Bismillah Hotel,4.2,₹100 for one,"Hyderabadi, Mughlai, Biryani",3,47 min,"Falaknuma, Hyderabad",3,yes,yes,no,yes
304,304,https://www.zomato.com/hyderabad/pandu-fast-food-centre-mehdipatnam,Pandu Fast Food Centre,4.0,₹100 for one,"Chinese, Sichuan",2,64 min,"Mehdipatnam, Hyderabad",0,no,no,no,no
