,Unnamed: 0,links,names,ratings,price for one,cuisine,no of cisine,delivery time,location,outlets,home_delivery,takeaway_available,vegetarian_only,indoor_seating
429,429,https://www.zomato.com/hyderabad/kamat-hotel-lakdikapul,Kamat Hotel,4.3,₹100 for one,"North Indian, South Indian, Chinese, Sandwich, Ice Cream, Beverages",6,Closes in 1 hour 38 minutes,"Lakdikapul, Hyderabad",3,yes,yes,no,yes
430,430,https://www.zomato.com/hyderabad/astoria-restaurant-lakdikapul,Astoria Restaurant,3.9,₹100 for one,"Hyderabadi, North Indian, Seafood, Chinese, Mughlai, Biryani, Desserts, Beverages",8,Currently not accepting orders,"Lakdikapul, Hyderabad",2,yes,yes,no,yes
431,431,https://www.zomato.com/hyderabad/hotel-indu-deluxe-lakdikapul,Hotel Indu Deluxe,4.1,₹100 for one,"North Indian, Mughlai, Biryani, Beverages",4,Currently not accepting orders,"Lakdikapul, Hyderabad",0,yes,yes,no,yes
432,432,https://www.zomato.com/hyderabad/avs-smokebox-malakpet,AV's Smokebox,4.1,₹100 for one,"BBQ, Fast Food",2,70 min,"Malakpet, Hyderabad",0,yes,yes,no,no
433,433,https://www.zomato.com/hyderabad/guru-amrit-mehdipatnam,Guru Amrit,-,₹100 for one,"South Indian, Sandwich, Chinese",3,53 min,"Mehdipatnam, Hyderabad",0,yes,yes,yes,no
434,434,https://www.zomato.com/hyderabad/skypark-cafe-1-banjara-hills,Skypark Cafe,3.8,₹100 for one,"Cafe, Chinese, Continental",3,85 min,"Banjara Hills, Hyderabad",0,yes,yes,no,yes
435,435,https://www.zomato.com/hyderabad/arabian-juices-and-salads-mehdipatnam,Arabian Juices And Salads,3.7,₹100 for one,"Desserts, Salad, Shake, Juices, Beverages",5,60 min,"Mehdipatnam, Hyderabad",2,yes,yes,yes,no
436,436,https://www.zomato.com/hyderabad/ala-liberty-banjara-hills,A'la Liberty,4.0,₹100 for one,"North Indian, Continental, Asian, Pizza, Italian, Oriental, Desserts, Beverages",8,71 min,"Banjara Hills, Hyderabad",2,yes,yes,no,yes
437,437,https://www.zomato.com/hyderabad/spasta-multicuisine-family-restaurant-1-dilsukhnagar,Spasta Multicuisine Family Restaurant,3.4,₹100 for one,"North Indian, Chinese, Kebab, Mughlai, Biryani, Seafood",6,59 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
438,438,https://www.zomato.com/hyderabad/hottie-and-spicy-chat-and-juices-mehdipatnam,Hottie And Spicy Chat And Juices,3.9,₹100 for one,"Fast Food, Lebanese, Shake",3,70 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
439,439,https://www.zomato.com/hyderabad/delicious-dosa-dilsukhnagar,Delicious Dosa,4.0,₹100 for one,South Indian,1,45 min,"Dilsukhnagar, Hyderabad",0,yes,yes,yes,yes
440,440,https://www.zomato.com/hyderabad/pasha-naan-mehdipatnam,Pasha Naan,4.3,₹100 for one,North Indian,1,54 min,"Mehdipatnam, Hyderabad",0,yes,yes,yes,yes
441,441,https://www.zomato.com/hyderabad/sri-sapthagiri-restaurant-bar-meerpet,Sri Sapthagiri Restaurant & Bar,4.0,₹250 for one,"North Indian, Biryani, Chinese",3,58 min,"Meerpet, Hyderabad",0,yes,yes,no,yes
442,442,https://www.zomato.com/hyderabad/balaji-food-court-dilsukhnagar,Balaji Food Court,4.1,₹250 for one,"Biryani, South Indian",2,56 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
443,443,https://www.zomato.com/hyderabad/mehfil-shawarma-rajendra-nagar,Mehfil Shawarma,3.4,₹250 for one,"Beverages, Shawarma",2,66 min,"Rajendra Nagar, Hyderabad",0,yes,yes,no,no
444,444,https://www.zomato.com/hyderabad/mmk-kitchens-2-dilsukhnagar,MMK Kitchen's,3.9,₹250 for one,"South Indian, Shawarma, Chinese, Biryani",4,58 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
445,445,https://www.zomato.com/hyderabad/khichdi-central-khairatabad,Khichdi Central,3.6,₹250 for one,"North Indian, Fast Food, Beverages",3,65 min,"Khairatabad, Hyderabad",9,no,no,no,no
446,446,https://www.zomato.com/hyderabad/cakes-life-banjara-hills,Cakes Life,3.7,₹250 for one,"Bakery, Pizza",2,61 min,"Alcazar Mall, Jubilee Hills, Hyderabad",3,no,no,no,no
447,447,https://www.zomato.com/hyderabad/amma-andhra-meals-dilsukhnagar,Amma Andhra Meals,4.0,₹250 for one,"Andhra, North Indian",2,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
448,448,https://www.zomato.com/hyderabad/arabella-lakdikapul,Arabella,3.9,₹250 for one,"Lebanese, Arabian, North Indian, Mandi, Kebab, Desserts, Beverages",7,57 min,"Lakdikapul, Hyderabad",0,yes,yes,no,yes
449,449,https://www.zomato.com/hyderabad/mandava-mess-and-fast-foods-1-dilsukhnagar,Mandava Mess And Fast Foods,3.8,₹250 for one,"North Indian, South Indian",2,48 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
450,450,https://www.zomato.com/hyderabad/bimbisara-resturant-dilsukhnagar,Bimbisara Resturant,3.2,₹250 for one,"North Indian, Mughlai, Chinese, Biryani, Seafood, Street Food, Shawarma",7,46 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
451,451,https://www.zomato.com/hyderabad/shahji-ka-dhaba-lakdikapul,Shahji Ka Dhaba,4.2,₹250 for one,"North Indian, Chinese, Mughlai, Biryani, Sichuan",5,58 min,"Lakdikapul, Hyderabad",0,yes,yes,no,yes
452,452,https://www.zomato.com/hyderabad/lazeez-fast-food-mehdipatnam,Lazeez Fast Food,3.6,₹250 for one,"Chinese, Sichuan",2,64 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
453,453,https://www.zomato.com/hyderabad/francais-pizza-rajendra-nagar,Francais Pizza,2.9,₹150 for one,"Pizza, Fast Food",2,71 min,"Rajendra Nagar, Hyderabad",0,yes,yes,no,yes
454,454,https://www.zomato.com/hyderabad/alfa-bakery-3-masab-tank,Alfa Bakery,3.3,₹150 for one,Bakery,1,62 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
455,455,https://www.zomato.com/hyderabad/we-chitram-dilsukhnagar,We Chitram,3.7,₹150 for one,"Momos, Fast Food, Street Food, Shake, Beverages",5,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,yes,yes
456,456,https://www.zomato.com/hyderabad/nasheman-hotel-masab-tank,Nasheman Hotel,4.3,₹150 for one,"Hyderabadi, Biryani, Kebab, Beverages",4,58 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
457,457,https://www.zomato.com/hyderabad/cakes-king-1-banjara-hills,Cakes King,3.4,₹150 for one,"Bakery, Desserts",2,77 min,"Banjara Hills, Hyderabad",0,no,no,no,no
458,458,https://www.zomato.com/hyderabad/hasrat-catering-india-malakpet,Hasrat Catering India,4.0,₹150 for one,Hyderabadi,1,70 min,"Malakpet, Hyderabad",0,yes,yes,no,no
459,459,https://www.zomato.com/hyderabad/jalebiwalas-mithai-bhandar-begum-bazaar,Jalebiwalas Mithai Bhandar,4.0,₹150 for one,"Mithai, Street Food, Desserts",3,33 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
460,460,https://www.zomato.com/hyderabad/mana-telangana-ruchulu-saroor-nagar,Mana Telangana Ruchulu,4.2,₹150 for one,"South Indian, Andhra",2,49 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
461,461,https://www.zomato.com/hyderabad/bombay-chat-bhandar-khairatabad,Bombay Chat Bhandar,-,₹150 for one,Street Food,1,64 min,"Khairatabad, Hyderabad",0,yes,yes,yes,yes
462,462,https://www.zomato.com/hyderabad/ali-babas-mandi-saroor-nagar,Ali Baba’s Mandi,3.7,₹150 for one,"Arabian, Mandi, Mughlai, Kebab, Desserts",5,52 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
463,463,https://www.zomato.com/hyderabad/pista-kashmiri-tea-restaurant-charminar,Pista Kashmiri Tea Restaurant,3.6,₹150 for one,"Tea, Coffee, Beverages",3,41 min,"Charminar, Hyderabad",0,yes,yes,yes,no
464,464,https://www.zomato.com/hyderabad/naidugari-kunda-biryani-dilsukhnagar,Naidugari Kunda Biryani,New,₹150 for one,"Biryani, South Indian, Chinese",3,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
465,465,https://www.zomato.com/hyderabad/the-golkonda-kitchen-by-the-golkonda-hotel-masab-tank-masab-tank,"The Golkonda Kitchen By The Golkonda Hotel, Masab Tank",3.9,₹500 for one,"North Indian, Seafood, Chinese, Biryani, Desserts",5,59 min,"Masab Tank, Hyderabad",0,no,no,no,no
466,466,https://www.zomato.com/hyderabad/balaji-sitaram-mithai-bhandar-lakdikapul,Balaji Sitaram Mithai Bhandar,3.9,₹500 for one,"Mithai, Street Food",2,39 min,"Lakdikapul, Hyderabad",0,yes,yes,yes,no
467,467,https://www.zomato.com/hyderabad/food-city-restaurant-saroor-nagar,Food City Restaurant,-,₹500 for one,"Sandwich, Fast Food, Chinese, Pizza, Burger, Shake, Beverages",7,48 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
468,468,https://www.zomato.com/hyderabad/spicy-bucket-biryani-saroor-nagar,Spicy Bucket Biryani,3.6,₹500 for one,"Biryani, South Indian",2,41 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
469,469,https://www.zomato.com/hyderabad/old-mumbai-ice-cream-malakpet,Old Mumbai Ice Cream,3.8,₹500 for one,"Ice Cream, Desserts, Shake, Beverages",4,42 min,"Malakpet, Hyderabad",7,yes,yes,no,yes
470,470,https://www.zomato.com/hyderabad/as-kunafa-chandrayanagutta,AS Kunafa,4.3,₹500 for one,Desserts,1,72 min,"Chandrayanagutta, Hyderabad",0,no,no,yes,no
471,471,https://www.zomato.com/hyderabad/burger-it-up-dilsukhnagar,Burger It Up,4.2,₹500 for one,"Burger, American, Fast Food, Desserts, Shake, Beverages",6,58 min,"Dilsukhnagar, Hyderabad",11,no,no,no,no
472,472,https://www.zomato.com/hyderabad/dude-wheres-my-burger-dilsukhnagar,Dude! Where's My Burger,3.4,₹500 for one,"Burger, Pizza, Sandwich, Wraps, Lebanese, Fast Food, Beverages",7,57 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
473,473,https://www.zomato.com/hyderabad/mi-tiffin-center-chinese-fast-food-saroor-nagar,MI Tiffin Center & Chinese Fast Food,New,₹500 for one,"Chinese, Sichuan",2,45 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
474,474,https://www.zomato.com/hyderabad/momo-street-necklace-road,Momo Street,-,₹500 for one,"Momos, Chinese, Sandwich, Burger, Fast Food, Shake",6,59 min,"Necklace Road, Hyderabad",5,yes,yes,no,no
475,475,https://www.zomato.com/hyderabad/hive-honey-cake-masab-tank,Hive Honey Cake,4.0,₹500 for one,"Bakery, Desserts",2,53 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
476,476,https://www.zomato.com/hyderabad/body-power-cafe-masab-tank,Body Power Cafe,3.9,₹500 for one,"Healthy Food, Salad, Fast Food, Street Food, Coffee, Beverages",6,50 min,"Masab Tank, Hyderabad",3,no,no,no,no
477,477,https://www.zomato.com/hyderabad/biryani-house-6-charminar,Biryani House,3.2,₹200 for one,"North Indian, Fast Food, Desserts",3,Currently not accepting orders,"Charminar, Hyderabad",0,no,no,no,no
478,478,https://www.zomato.com/hyderabad/barista-coffee-khairatabad,Barista Coffee,4.0,₹200 for one,"Cafe, Coffee, Desserts",3,Currently not accepting orders,"Prasads Multiplex, Necklace Road, Hyderabad",5,yes,yes,no,yes
479,479,https://www.zomato.com/hyderabad/kohinoor-restaurant-falaknuma,Kohinoor Restaurant,4.0,₹200 for one,"North Indian, Chinese, Seafood",3,61 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
480,480,https://www.zomato.com/hyderabad/11-spices-multi-cusine-restaurant-masab-tank,11 Spices Multi Cusine Restaurant,3.8,₹200 for one,"Biryani, Chinese, Arabian, Afghan, Mandi, Sichuan",6,62 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
481,481,https://www.zomato.com/hyderabad/hare-krishna-santosh-dhaba-khairatabad,Hare Krishna Santosh Dhaba,4.0,₹200 for one,"North Indian, Chinese, Biryani",3,Currently not accepting orders,"Khairatabad, Hyderabad",0,yes,yes,yes,yes
482,482,https://www.zomato.com/hyderabad/cyan-cafe-malakpet,Cyan Cafe,4.2,₹200 for one,"Sandwich, Pizza, Burger, Fast Food",4,62 min,"Malakpet, Hyderabad",0,no,no,no,no
483,483,https://www.zomato.com/hyderabad/chinna-inti-foods-curries-dilsukhnagar,Chinna Inti Foods Curries,3.5,₹200 for one,"South Indian, Hyderabadi",2,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
484,484,https://www.zomato.com/hyderabad/padmavathi-tiffins-dilsukhnagar,Padmavathi Tiffins,3.9,₹200 for one,South Indian,1,52 min,"Dilsukhnagar, Hyderabad",0,no,no,yes,no
485,485,https://www.zomato.com/hyderabad/new-ali-cafe-1-charminar,New Ali Cafe,4.0,₹200 for one,"Hyderabadi, Biryani",2,32 min,"Charminar, Hyderabad",0,no,no,no,no
486,486,https://www.zomato.com/hyderabad/mana-inti-ruchulu-dilsukhnagar,Mana Inti Ruchulu,4.1,₹200 for one,"South Indian, Andhra",2,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
487,487,https://www.zomato.com/hyderabad/juice-and-sandwich-point-1-mehdipatnam,Juice And Sandwich Point,3.9,₹200 for one,"Beverages, Sandwich, Juices, Salad, Healthy Food, Shake",6,"Temporarily closed for dining, will be back soon!","Mehdipatnam, Hyderabad",0,yes,yes,no,yes
488,488,https://www.zomato.com/hyderabad/new-alams-biryani-and-fast-food-charminar,New Alams Biryani And Fast Food,New,₹200 for one,"North Indian, Chinese, Street Food",3,33 min,"Charminar, Hyderabad",0,yes,yes,no,no
489,489,https://www.zomato.com/hyderabad/feel-in-saudia-charminar,Feel in Saudia,3.7,₹100 for one,"Lebanese, Beverages",2,35 min,"Charminar, Hyderabad",0,yes,yes,no,no
490,490,https://www.zomato.com/hyderabad/sri-agrasen-chat-bhandar-begum-bazaar,Sri Agrasen Chat Bhandar,4.2,₹100 for one,"Street Food, Fast Food",2,37 min,"Begum Bazaar, Hyderabad",0,yes,yes,no,no
491,491,https://www.zomato.com/hyderabad/famous-chat-bandar-nampally,Famous Chat Bandar,-,₹100 for one,Street Food,1,48 min,"Nampally, Hyderabad",0,yes,yes,yes,no
492,492,https://www.zomato.com/hyderabad/lebanese-doner-chandrayanagutta,Lebanese Doner,3.3,₹100 for one,"Fast Food, North Indian, Juices, Shawarma",4,36 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
493,493,https://www.zomato.com/hyderabad/zain-sweets-charminar,Zain Sweets,3.8,₹100 for one,Mithai,1,49 min,"Charminar, Hyderabad",0,yes,yes,no,no
494,494,https://www.zomato.com/hyderabad/sjd-tea-cafe-koti,SJD Tea Cafe,3.1,₹100 for one,"Tea, Beverages",2,33 min,"Koti, Hyderabad",0,yes,yes,yes,no
495,495,https://www.zomato.com/hyderabad/vaishnavi-chat-bandar-charminar,Vaishnavi Chat Bandar,3.1,₹100 for one,"North Indian, Chinese, Street Food, Juices",4,59 min,"Charminar, Hyderabad",0,yes,yes,no,yes
496,496,https://www.zomato.com/hyderabad/msa-brite-restaurant-attapur,MSA Brite Restaurant,3.5,₹100 for one,Fast Food,1,40 min,"Attapur, Hyderabad",0,yes,yes,no,yes
497,497,https://www.zomato.com/hyderabad/la-mama-masab-tank,La Mama,3.9,₹100 for one,"Fast Food, Burger, Lebanese",3,66 min,"Masab Tank, Hyderabad",0,no,no,no,no
498,498,https://www.zomato.com/hyderabad/mandi-at-arabia-falaknuma,Mandi At Arabia,-,₹100 for one,"Arabian, Mughlai, Mandi, Beverages",4,43 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
499,499,https://www.zomato.com/hyderabad/shiv-shakti-jodhpur-sweets-begum-bazaar,Shiv Shakti Jodhpur Sweets,3.8,₹100 for one,"Mithai, Street Food",2,46 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
500,500,https://www.zomato.com/hyderabad/bagara-bowl-lakdikapul,Bagara Bowl,4.0,₹100 for one,Andhra,1,63 min,"Lakdikapul, Hyderabad",0,no,no,no,no
501,501,https://www.zomato.com/hyderabad/dessi-cuppa-dilsukhnagar,Dessi Cuppa,3.9,₹100 for one,"Beverages, Fast Food",2,48 min,"Dilsukhnagar, Hyderabad",3,yes,yes,no,yes
502,502,https://www.zomato.com/hyderabad/shalimar-sweets-and-bakery-mehdipatnam,Shalimar Sweets And Bakery,3.5,₹100 for one,Mithai,1,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
503,503,https://www.zomato.com/hyderabad/amma-garu-aya-garu-andhra-ruchulu-saroor-nagar,Amma Garu Aya Garu Andhra Ruchulu,3.4,₹100 for one,"Andhra, South Indian",2,49 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
504,504,https://www.zomato.com/hyderabad/food-com-1-mehdipatnam,Food.com,4.0,₹100 for one,"North Indian, Kebab, Seafood, Chinese, Sichuan",5,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,no
505,505,https://www.zomato.com/hyderabad/andhra-bagara-rice-chicken-curry-and-andhra-veg-meal-dilsukhnagar,Andhra Bagara Rice Chicken Curry And Andhra Veg Meal,3.2,₹100 for one,"South Indian, Andhra, Street Food",3,55 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
506,506,https://www.zomato.com/hyderabad/amritsar-haveli-banjara-hills,Amritsar Haveli,4.0,₹100 for one,"Chinese, North Indian, Biryani, Desserts, Beverages",5,Currently not accepting orders,"Banjara Hills, Hyderabad",0,yes,yes,yes,yes
507,507,https://www.zomato.com/hyderabad/andhra-inti-curries-2-dilsukhnagar,Andhra Inti Curries,3.1,₹100 for one,"Andhra, Street Food",2,52 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
508,508,https://www.zomato.com/hyderabad/ramadevi-curry-point-mess-dilsukhnagar,Ramadevi Curry Point & Mess,3.4,₹100 for one,"South Indian, Biryani, North Indian",3,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
509,509,https://www.zomato.com/hyderabad/frankies-fries-khairatabad,Frankies & Fries,-,₹100 for one,Rolls,1,Currently not accepting orders,"Khairatabad, Hyderabad",0,yes,yes,no,no
510,510,https://www.zomato.com/hyderabad/real-taste-chinese-fast-food-masab-tank,Real Taste Chinese Fast Food,3.7,₹100 for one,Chinese,1,Currently not accepting orders,"Masab Tank, Hyderabad",0,yes,yes,no,yes
511,511,https://www.zomato.com/hyderabad/lucky-lucky-dilsukhnagar,Lucky Lucky,3.3,₹100 for one,"Chinese, Biryani",2,53 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
512,512,https://www.zomato.com/hyderabad/sri-sai-laxmi-curries-point-4-dilsukhnagar,Sri Sai Laxmi Curries Point,4.0,₹100 for one,"Andhra, Street Food",2,54 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
513,513,https://www.zomato.com/hyderabad/sri-lakshmi-fast-food-dilsukhnagar,Sri Lakshmi Fast Food,4.0,₹100 for one,Chinese,1,48 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
514,514,https://www.zomato.com/hyderabad/cakes-pastries-banjara-hills,Cakes & Pastries,3.9,₹100 for one,"Bakery, Desserts",2,76 min,"Banjara Hills, Hyderabad",0,no,no,no,no
515,515,https://www.zomato.com/hyderabad/taste-punjab-da-1-banjara-hills,Taste Punjab Da,3.5,₹100 for one,North Indian,1,69 min,"Banjara Hills, Hyderabad",0,no,no,yes,no
516,516,https://www.zomato.com/hyderabad/noor-food-court-1-charminar,Noor Food Court,New,₹100 for one,"Fast Food, Momos, Lebanese, Sandwich, Chinese",5,30 min,"Charminar, Hyderabad",0,yes,yes,no,yes
517,517,https://www.zomato.com/hyderabad/10-rs-curry-point-saroor-nagar,10 RS Curry Point,New,₹100 for one,North Indian,1,55 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
518,518,https://www.zomato.com/hyderabad/urban-singh-banjara-hills,Urban Singh,3.6,₹100 for one,"North Indian, Kebab, Street Food, Chinese, Biryani, Beverages, Desserts",7,58 min,"Banjara Hills, Hyderabad",7,no,no,no,no
519,519,https://www.zomato.com/hyderabad/s-y-m-food-court-dilsukhnagar,S.Y.M. Food Court,4.1,₹100 for one,"North Indian, Chinese, Street Food, Beverages",4,59 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
520,520,https://www.zomato.com/hyderabad/shawarma-house-4-chandrayanagutta,Shawarma House,-,₹100 for one,"Pizza, Burger, Fast Food, Shawarma",4,61 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
521,521,https://www.zomato.com/hyderabad/the-olive-kitchen-charminar,The Olive Kitchen,3.4,₹100 for one,Fast Food,1,65 min,"Charminar, Hyderabad",0,no,no,no,no
522,522,https://www.zomato.com/hyderabad/indiana-burgers-dilsukhnagar,Indiana Burgers,3.3,₹100 for one,"Burger, Fast Food, Rolls, Beverages, Desserts, Shake",6,61 min,"Dilsukhnagar, Hyderabad",12,no,no,no,no
523,523,https://www.zomato.com/hyderabad/shree-balaji-suraj-mithai-bhandar-meerpet,Shree Balaji Suraj Mithai Bhandar,3.8,₹100 for one,"Mithai, Street Food",2,49 min,"Meerpet, Hyderabad",0,yes,yes,yes,yes
524,524,https://www.zomato.com/hyderabad/club-10-chicken-dilsukhnagar,Club 10 Chicken,-,₹100 for one,"Chinese, Momos, Pizza, Fast Food",4,55 min,"Dilsukhnagar, Hyderabad",4,yes,yes,no,yes
525,525,https://www.zomato.com/hyderabad/telangana-curry-dilsukhnagar,Telangana Curry,3.4,₹200 for one,"South Indian, Andhra",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
526,526,https://www.zomato.com/hyderabad/smiley-mohan-fast-food-mehdipatnam,Smiley Mohan Fast Food,3.9,₹200 for one,"Fast Food, Chinese, Sichuan",3,64 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
527,527,https://www.zomato.com/hyderabad/chicken-65-express-dilsukhnagar,Chicken 65 Express,3.3,₹200 for one,"Biryani, Chinese",2,54 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
528,528,https://www.zomato.com/hyderabad/raju-gari-pulao-dilsukhnagar,Raju Gari Pulao,3.5,₹200 for one,"Andhra, Street Food, North Indian",3,53 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
529,529,https://www.zomato.com/hyderabad/tasty-momos-1-khairatabad,Tasty Momos,3.5,₹200 for one,"Momos, Fast Food, Beverages, Shake",4,77 min,"Khairatabad, Hyderabad",0,yes,yes,no,no
530,530,https://www.zomato.com/hyderabad/rk-tiffins-charminar,RK Tiffins,-,₹200 for one,South Indian,1,28 min,"Charminar, Hyderabad",0,yes,yes,no,no
531,531,https://www.zomato.com/hyderabad/al-tazaj-nampally,Al Tazaj,3.9,₹200 for one,"Fast Food, Burger, Pizza",3,82 min,"Nampally, Hyderabad",0,yes,yes,no,yes
532,532,https://www.zomato.com/hyderabad/layers-cakes-desserts-saroor-nagar,Layers - Cakes & Desserts,3.9,₹200 for one,"Bakery, Desserts",2,49 min,"Saroor Nagar, Hyderabad",0,no,no,yes,no
533,533,https://www.zomato.com/hyderabad/badam-and-kaju-ki-jali-the-imperial-sweet-house-charminar,Badam And Kaju Ki Jali - The Imperial Sweet House,4.6,₹200 for one,Mithai,1,47 min,"Charminar, Hyderabad",0,yes,yes,yes,no
534,534,https://www.zomato.com/hyderabad/kabeirs-kitchen-mehdipatnam,Kabeir's Kitchen,-,₹200 for one,"Fast Food, Street Food, Momos",3,63 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
535,535,https://www.zomato.com/hyderabad/royal-biryani-kabab-juice-center-masab-tank,"Royal Biryani, Kabab & Juice Center",3.1,₹200 for one,"Chinese, Biryani, North Indian, Kebab, Beverages",5,60 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
536,536,https://www.zomato.com/hyderabad/kings-fried-centre-falaknuma,King's Fried Centre,4.0,₹200 for one,"Wraps, Burger, Fast Food",3,62 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
537,537,https://www.zomato.com/hyderabad/ashvika-tasty-food-and-bakers-mehdipatnam,Ashvika Tasty Food And Baker's,-,₹200 for one,"Bakery, Pizza, Burger, Rolls, Momos",5,42 min,"Mehdipatnam, Hyderabad",0,no,no,no,no
538,538,https://www.zomato.com/hyderabad/yaqi-kabaab-charminar,Yaqi Kabaab,New,₹200 for one,North Indian,1,35 min,"Charminar, Hyderabad",0,yes,yes,no,no
539,539,https://www.zomato.com/hyderabad/mamatha-darshini-koti,Mamatha Darshini,3.8,₹200 for one,South Indian,1,47 min,"Koti, Hyderabad",0,yes,yes,yes,yes
540,540,https://www.zomato.com/hyderabad/coffee-time-cafe-charminar,Coffee Time Cafe,-,₹200 for one,"Cafe, Fast Food, Pizza, Burger, Wraps, Coffee, Shake, Beverages",8,40 min,"Charminar, Hyderabad",0,yes,yes,no,yes
541,541,https://www.zomato.com/hyderabad/ice-creamwalla-co-lakdikapul,Ice Creamwalla & Co.,New,₹200 for one,Ice Cream,1,45 min,"Lakdikapul, Hyderabad",0,no,no,yes,no
542,542,https://www.zomato.com/hyderabad/al-rahma-bakers-and-sweets-nampally,Al Rahma Bakers And Sweets,4.0,₹200 for one,"Bakery, Desserts, Mithai, Street Food",4,51 min,"Nampally, Hyderabad",0,yes,yes,no,yes
543,543,https://www.zomato.com/hyderabad/house-of-wraps-1-nampally,House Of Wraps,4.2,₹200 for one,"Fast Food, Ice Cream, Desserts, Wraps, Pizza, Beverages, Shake",7,59 min,"Nampally, Hyderabad",0,yes,yes,no,yes
544,544,https://www.zomato.com/hyderabad/caramel-shakes-nampally,Caramel Shakes,3.1,₹200 for one,"Sandwich, Fast Food, Street Food, Shake, Beverages",5,42 min,"Nampally, Hyderabad",0,yes,yes,yes,no
545,545,https://www.zomato.com/hyderabad/dubai-fried-chicken-mutton-1-charminar,Dubai Fried Chicken & Mutton,-,₹200 for one,"Burger, BBQ, Fast Food, Beverages",4,56 min,"Charminar, Hyderabad",0,yes,yes,no,yes
546,546,https://www.zomato.com/hyderabad/bismillah-paratha-charminar,Bismillah Paratha,4.0,₹200 for one,North Indian,1,44 min,"Charminar, Hyderabad",0,no,no,yes,no
547,547,https://www.zomato.com/hyderabad/balaji-mithai-wala-chat-saroor-nagar,Balaji Mithai Wala & Chat,3.4,₹200 for one,"Mithai, Street Food",2,45 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
548,548,https://www.zomato.com/hyderabad/the-red-biryani-charminar,The Red Biryani,New,₹200 for one,Biryani,1,37 min,"Charminar, Hyderabad",0,no,no,no,no
549,549,https://www.zomato.com/hyderabad/jumerah-arabian-mandi-1-malakpet,Jumerah Arabian Mandi,-,₹500 for one,"Mandi, Arabian, North Indian",3,49 min,"Malakpet, Hyderabad",0,yes,yes,no,no
550,550,https://www.zomato.com/hyderabad/naimat-delight-khairatabad,Naimat Delight,4.0,₹500 for one,"South Indian, Desserts",2,74 min,"Khairatabad, Hyderabad",0,no,no,no,no
551,551,https://www.zomato.com/hyderabad/khush-di-rasoi-falaknuma,Khush Di Rasoi,4.0,₹500 for one,"Street Food, North Indian, South Indian",3,68 min,"Falaknuma, Hyderabad",0,no,no,yes,no
552,552,https://www.zomato.com/hyderabad/flying-kombucha-masab-tank,Flying Kombucha,-,₹500 for one,"Beverages, Juices",2,53 min,"Masab Tank, Hyderabad",31,no,no,yes,no
