,links,names,ratings,price for one,cuisine,no of cisine,delivery time
684,https://www.zomato.com/hyderabad/the-new-shop-abids,The New Shop,New,₹100 for one,"Bakery, Burger, Fast Food, Momos, Street Food, Ice Cream, Shake, Beverages",8,40 min
685,https://www.zomato.com/hyderabad/the-olive-kitchen-charminar,The Olive Kitchen,3.3,₹100 for one,Fast Food,1,59 min
686,https://www.zomato.com/hyderabad/sri-raghavendra-curry-express-rtc-x-roads,Sri Raghavendra Curry Express,4.3,₹100 for one,"South Indian, Beverages, Desserts",3,45 min
687,https://www.zomato.com/hyderabad/popking-popcorn-2-basheer-bagh,PopKing Popcorn,4.6,₹100 for one,Fast Food,1,37 min
688,https://www.zomato.com/hyderabad/telangana-curry-dilsukhnagar,Telangana Curry,3.4,₹100 for one,"South Indian, Andhra",2,44 min
689,https://www.zomato.com/hyderabad/garam-masala-family-restaurant-saroor-nagar,Garam Masala Family Restaurant,4.0,₹100 for one,"North Indian, Chinese, Biryani",3,45 min
690,https://www.zomato.com/hyderabad/the-mandi-kitchen-charminar,The Mandi Kitchen,New,₹100 for one,Mandi,1,37 min
691,https://www.zomato.com/hyderabad/pachadlu-vs-kaaralu-himayath-nagar,Pachadlu Vs Kaaralu,3.7,₹100 for one,Andhra,1,46 min
692,https://www.zomato.com/hyderabad/noor-food-court-1-charminar,Noor Food Court,New,₹100 for one,"Fast Food, Momos, Lebanese, Sandwich, Chinese",5,26 min
693,https://www.zomato.com/hyderabad/10-rs-curry-point-saroor-nagar,10 RS Curry Point,New,₹100 for one,North Indian,1,49 min
694,https://www.zomato.com/hyderabad/urban-singh-1-abids,Urban Singh,3.4,₹100 for one,"North Indian, Biryani, Desserts, Beverages, Chinese",5,36 min
695,https://www.zomato.com/hyderabad/cakes-hub-banjara-hills,Cakes Hub,3.5,₹100 for one,Bakery,1,57 min
696,https://www.zomato.com/hyderabad/50-fruits-mehdipatnam,50 Fruits,3.7,₹100 for one,"Beverages, Street Food, Sandwich, Salad, Shake, Juices",6,55 min
697,https://www.zomato.com/hyderabad/hotel-brundavan-pride-dilsukhnagar,Hotel Brundavan Pride,4.3,₹100 for one,"Chinese, North Indian",2,46 min
698,https://www.zomato.com/hyderabad/polar-bear-ice-cream-sundae-zone-himayath-nagar,Polar Bear – Ice Cream Sundae Zone,-,₹100 for one,"Ice Cream, Shake, Beverages",3,40 min
699,https://www.zomato.com/hyderabad/food-adda-himayath-nagar,Food Adda,3.6,₹100 for one,"Sandwich, Pizza, Burger, Momos, Fast Food, Street Food, Shake, Beverages",8,53 min
700,https://www.zomato.com/hyderabad/spicy-aatithyam-biryani-hub-saroor-nagar,Spicy Aatithyam Biryani Hub,-,₹100 for one,"Biryani, Chinese, North Indian",3,51 min
701,https://www.zomato.com/hyderabad/gourmet-gully-himayath-nagar,Gourmet Gully,3.7,₹100 for one,"Continental, Pizza, Healthy Food",3,71 min
702,https://www.zomato.com/hyderabad/al-tazaj-nampally,Al Tazaj,3.9,₹100 for one,"Fast Food, Burger, Pizza",3,76 min
703,https://www.zomato.com/hyderabad/yaqi-kabaab-charminar,Yaqi Kabaab,New,₹100 for one,North Indian,1,31 min
704,https://www.zomato.com/hyderabad/juice-palace-malakpet,Juice Palace,-,₹100 for one,"Juices, Shake, Beverages, Salad, Street Food, Sandwich, Fast Food",7,41 min
705,https://www.zomato.com/hyderabad/indiana-burgers-dilsukhnagar,Indiana Burgers,3.3,₹200 for one,"Burger, Fast Food, Rolls, Beverages, Desserts, Shake",6,58 min
706,https://www.zomato.com/hyderabad/1-2-andhra-meals-dilsukhnagar,1/2 Andhra Meals,3.3,₹200 for one,Andhra,1,44 min
707,https://www.zomato.com/hyderabad/sri-balaji-tiffins-snacks-kacheguda,Sri Balaji Tiffins & Snacks,3.5,₹200 for one,"South Indian, Street Food",2,69 min
708,https://www.zomato.com/hyderabad/hotel-abinand-grand-kacheguda,Hotel Abinand Grand,3.9,₹200 for one,"North Indian, Chinese, Mughlai, Seafood, Biryani, Ice Cream, Beverages",7,43 min
709,https://www.zomato.com/hyderabad/the-thickshake-project-himayath-nagar,The Thickshake Project,3.7,₹200 for one,Shake,1,51 min
710,https://www.zomato.com/hyderabad/club-10-chicken-narayanguda,Club 10 Chicken,-,₹200 for one,"Burger, Fast Food, Sandwich, Momos, Pizza, Chinese, Shake, Beverages",8,39 min
711,https://www.zomato.com/hyderabad/favourite-shawarma-chandrayanagutta,Favourite Shawarma,New,₹200 for one,"Shawarma, Burger, Fast Food",3,53 min
712,https://www.zomato.com/hyderabad/nayaab-haleem-an-more-somajiguda,Nayaab Haleem An More,New,₹200 for one,"Hyderabadi, Biryani",2,66 min
713,https://www.zomato.com/hyderabad/inti-pandiri-bojanalu-saroor-nagar,Inti Pandiri Bojanalu,3.2,₹200 for one,"South Indian, Andhra",2,54 min
714,https://www.zomato.com/hyderabad/caramel-shakes-nampally,Caramel Shakes,3.1,₹200 for one,"Sandwich, Fast Food, Street Food, Shake, Beverages",5,36 min
715,https://www.zomato.com/hyderabad/dubai-fried-chicken-mutton-1-charminar,Dubai Fried Chicken & Mutton,-,₹200 for one,"Burger, BBQ, Fast Food, Beverages",4,50 min
716,https://www.zomato.com/hyderabad/chilli-spice-koti,Chilli & Spice,-,₹200 for one,"Hyderabadi, Biryani",2,35 min
717,https://www.zomato.com/hyderabad/amma-chapathi-pulkha-roti-point-dilsukhnagar,Amma Chapathi Pulkha Roti Point,3.5,₹100 for one,South Indian,1,48 min
718,https://www.zomato.com/hyderabad/burger-fun-rtc-x-roads,Burger Fun,3.4,₹100 for one,"Fast Food, Pizza, Burger, Chinese",4,65 min
719,https://www.zomato.com/hyderabad/s-y-m-food-court-dilsukhnagar,S.Y.M. Food Court,4.1,₹100 for one,"North Indian, Chinese, Street Food, Beverages",4,51 min
720,https://www.zomato.com/hyderabad/shawarma-house-4-chandrayanagutta,Shawarma House,-,₹100 for one,"Pizza, Burger, Fast Food, Shawarma",4,55 min
721,https://www.zomato.com/hyderabad/hotel-n7-elite-saroor-nagar,Hotel N7 Elite,3.3,₹100 for one,"North Indian, Chinese, Biryani, Mughlai, Seafood, Mithai, Desserts",7,49 min
722,https://www.zomato.com/hyderabad/eat-neat-adikmet,Eat Neat,3.8,₹100 for one,"Fast Food, Continental, Sichuan",3,56 min
723,https://www.zomato.com/hyderabad/coffee-time-cafe-charminar,Coffee Time Cafe,New,₹100 for one,"Cafe, Fast Food, Pizza, Burger, Wraps, Coffee, Shake, Beverages",8,36 min
724,https://www.zomato.com/hyderabad/everything-@145-rani-gunj-secunderabad,Everything @145,-,₹100 for one,"Burger, Wraps, Fast Food",3,58 min
725,https://www.zomato.com/hyderabad/ohris-gufaa-basheer-bagh,Ohri's Gufaa,3.9,₹100 for one,"North Indian, Mughlai, Biryani, Kebab, Chinese, Desserts",6,50 min
726,https://www.zomato.com/hyderabad/fruit-bowl-delight-nallakunta,Fruit Bowl Delight,4.1,₹100 for one,Healthy Food,1,45 min
727,https://www.zomato.com/hyderabad/layers-cakes-desserts-saroor-nagar,Layers - Cakes & Desserts,3.9,₹100 for one,"Bakery, Desserts",2,46 min
728,https://www.zomato.com/hyderabad/badam-and-kaju-ki-jali-the-imperial-sweet-house-charminar,Badam And Kaju Ki Jali - The Imperial Sweet House,4.6,₹100 for one,Mithai,1,40 min
729,https://www.zomato.com/hyderabad/healing-rice-bowls-himayath-nagar,Healing Rice Bowls,4.0,₹250 for one,"North Indian, South Indian",2,52 min
730,https://www.zomato.com/hyderabad/be-high-bros-himayath-nagar,Be High Bro's,3.2,₹250 for one,"Continental, Pizza, Burger, Fast Food, Italian, Salad, Beverages",7,71 min
731,https://www.zomato.com/hyderabad/egg-morning-omlettes-boiguda-secunderabad,Egg Morning - Omlette's,3.8,₹250 for one,"Street Food, Desserts",2,56 min
732,https://www.zomato.com/hyderabad/occasionkart-cakes-dilsukhnagar,Occasionkart Cakes,3.9,₹250 for one,"Bakery, Desserts, Pizza, Sandwich, Burger, Fast Food",6,52 min
733,https://www.zomato.com/hyderabad/momo-magic-narayanguda,Momo Magic,3.4,₹250 for one,Momos,1,51 min
734,https://www.zomato.com/hyderabad/andra-ayagari-bojanam-mess-dilsukhnagar,Andra Ayagari Bojanam Mess,3.8,₹250 for one,"South Indian, Andhra",2,44 min
735,https://www.zomato.com/hyderabad/house-of-wraps-1-nampally,House Of Wraps,4.2,₹250 for one,"Fast Food, Ice Cream, Desserts, Wraps, Pizza, Beverages, Shake",7,53 min
736,https://www.zomato.com/hyderabad/hotel-city-point-himayath-nagar,Hotel City Point,3.6,₹250 for one,Chinese,1,54 min
737,https://www.zomato.com/hyderabad/sundae-everyday-ice-creams-dilsukhnagar,Sundae Everyday Ice Creams,4.0,₹250 for one,"Ice Cream, Desserts, Shake",3,47 min
738,https://www.zomato.com/hyderabad/city-spice-hotel-kacheguda,City Spice Hotel,-,₹250 for one,"Chinese, Sichuan",2,48 min
739,https://www.zomato.com/hyderabad/raju-rani-inti-ruchulu-dilsukhnagar,Raju Rani Inti Ruchulu,3.4,₹250 for one,Mughlai,1,43 min
740,https://www.zomato.com/hyderabad/ufo-fries-corn-l-b-nagar,UFO Fries & Corn,3.5,₹250 for one,"Burger, Pizza, Wraps, Fast Food, Beverages",5,52 min
741,https://www.zomato.com/hyderabad/al-rahma-bakers-and-sweets-nampally,Al Rahma Bakers And Sweets,4.0,₹100 for one,"Bakery, Desserts, Mithai, Street Food",4,50 min
742,https://www.zomato.com/hyderabad/low-budget-curry-point-dilsukhnagar,Low Budget Curry Point,3.4,₹100 for one,North Indian,1,44 min
743,https://www.zomato.com/hyderabad/royal-biryani-kabab-juice-center-masab-tank,"Royal Biryani, Kabab & Juice Center",3.0,₹100 for one,"Chinese, Biryani, North Indian, Kebab, Beverages",5,56 min
744,https://www.zomato.com/hyderabad/smaakenzzo-somajiguda,Smaakenzzo,-,₹100 for one,"Desserts, Pancake, Waffle, Coffee, Beverages",5,62 min
745,https://www.zomato.com/hyderabad/anni-rakala-amma-vantalu-dilsukhnagar,Anni Rakala Amma Vantalu,4.3,₹100 for one,"South Indian, Street Food",2,45 min
746,https://www.zomato.com/hyderabad/chicken-65-express-dilsukhnagar,Chicken 65 Express,3.3,₹100 for one,"Biryani, Chinese",2,50 min
747,https://www.zomato.com/hyderabad/mh-999-restaurant-rajendra-nagar,MH 999 Restaurant,-,₹100 for one,"North Indian, Mughlai, Biryani, Chinese, Seafood",5,70 min
748,https://www.zomato.com/hyderabad/raju-gari-pulao-dilsukhnagar,Raju Gari Pulao,3.5,₹100 for one,"Andhra, Street Food, North Indian",3,46 min
749,https://www.zomato.com/hyderabad/rime-ice-cream-chandrayanagutta,Rime Ice Cream,-,₹100 for one,"Ice Cream, Desserts, Waffle, Street Food",4,48 min
750,https://www.zomato.com/hyderabad/village-style-dal-109-verities-curries-saroor-nagar,Village Style Dal 109 Verities Curries,3.5,₹100 for one,South Indian,1,46 min
751,https://www.zomato.com/hyderabad/chawoosh-tiffins-and-fast-food-chandrayanagutta,Chawoosh Tiffins And Fast Food,3.9,₹100 for one,Chinese,1,42 min
752,https://www.zomato.com/hyderabad/good-food-therapy-1-rtc-x-roads,Good Food Therapy,4.0,₹100 for one,"Shawarma, Pizza, Sandwich, Fast Food, Chinese, Desserts, Beverages",7,60 min
753,https://www.zomato.com/hyderabad/b-tech-chaiwala-narayanguda,B.Tech Chaiwala,3.5,₹150 for one,"Tea, Fast Food, Street Food, Shake, Beverages",5,41 min
754,https://www.zomato.com/hyderabad/kings-fried-centre-falaknuma,King's Fried Centre,4.0,₹150 for one,"Wraps, Burger, Fast Food",3,59 min
755,https://www.zomato.com/hyderabad/hangout-adda-1-nallakunta,Hangout Adda,4.1,₹150 for one,"Lebanese, Fast Food, Chinese, Shawarma",4,52 min
756,https://www.zomato.com/hyderabad/house-of-wraps-saroor-nagar,House Of Wraps,4.3,₹150 for one,"Wraps, Pizza, Burger, Fast Food",4,60 min
757,https://www.zomato.com/hyderabad/masala-medley-necklace-road,Masala Medley,4.2,₹150 for one,"North Indian, Chinese, Sichuan",3,58 min
758,https://www.zomato.com/hyderabad/s-n-home-kitchen-malakpet,S N Home Kitchen,New,₹150 for one,"North Indian, Chinese",2,44 min
759,https://www.zomato.com/hyderabad/shawarma-bazaar-saroor-nagar,Shawarma Bazaar,4.0,₹150 for one,Shawarma,1,53 min
760,https://www.zomato.com/hyderabad/bagara-rice-meals-center-dilsukhnagar,Bagara Rice Meals Center,3.4,₹150 for one,"Andhra, Hyderabadi",2,48 min
761,https://www.zomato.com/hyderabad/burger-hub-charminar,Burger Hub,New,₹150 for one,"Burger, Fast Food, Beverages",3,31 min
762,https://www.zomato.com/hyderabad/kabeirs-kitchen-mehdipatnam,Kabeir's Kitchen,-,₹150 for one,"Fast Food, Street Food, Momos",3,58 min
763,https://www.zomato.com/hyderabad/the-board-game-cafe-himayath-nagar,The Board Game Cafe,3.8,₹150 for one,"Cafe, Fast Food, Beverages",3,61 min
764,https://www.zomato.com/hyderabad/al-mattam-mandi-malakpet,Al Mattam Mandi,-,₹150 for one,"Mandi, Arabian",2,45 min
765,https://www.zomato.com/hyderabad/mccafe-by-mcdonalds-abids,McCafe by McDonald's,4.0,₹200 for one,"Cafe, Coffee, Shake, Fast Food, Desserts",5,39 min
766,https://www.zomato.com/hyderabad/lakhdatar-fast-food-and-chat-kacheguda,Lakhdatar Fast Food And Chat,-,₹200 for one,"Chinese, Sichuan",2,43 min
767,https://www.zomato.com/hyderabad/boss-cake-adikmet,Boss Cake,-,₹200 for one,"Bakery, Desserts",2,62 min
768,https://www.zomato.com/hyderabad/cakes-online-2-mehdipatnam,Cakes Online,3.6,₹200 for one,"Bakery, Desserts",2,65 min
769,https://www.zomato.com/hyderabad/top-khana-chandrayanagutta,Top Khana,New,₹200 for one,"Fast Food, Sandwich, Arabian",3,59 min
770,https://www.zomato.com/hyderabad/acme-candy-food-malakpet,Acme Candy Food,-,₹200 for one,Desserts,1,28 min
771,https://www.zomato.com/hyderabad/around-the-world-koti,Around The World,-,₹200 for one,"Fast Food, Street Food, Pasta, Pizza, Waffle, Desserts, Shake, Beverages",8,54 min
772,https://www.zomato.com/hyderabad/mini-box-house-of-curries-dilsukhnagar,Mini Box House Of Curries,3.4,₹200 for one,South Indian,1,44 min
773,https://www.zomato.com/hyderabad/1-kg-curries-dilsukhnagar,1 Kg Curries,3.3,₹200 for one,South Indian,1,44 min
774,https://www.zomato.com/hyderabad/rock-springs-food-court-dilsukhnagar,Rock Springs Food Court,4.1,₹200 for one,"North Indian, Biryani, Chinese, Sichuan",4,48 min
775,https://www.zomato.com/hyderabad/new-chotus-ghansi-bazaar,New Chotu's,3.5,₹200 for one,South Indian,1,38 min
776,https://www.zomato.com/hyderabad/cafe-o-rome-dilsukhnagar,Cafe O' Rome,3.7,₹200 for one,"Pizza, Sandwich, Burger, Pasta, Street Food, Shawarma, Chinese, Fast Food",8,59 min
777,https://www.zomato.com/hyderabad/5-rupee-andhra-curries-dilsukhnagar,5 Rupee Andhra Curries,3.3,₹150 for one,"Andhra, Street Food",2,50 min
778,https://www.zomato.com/hyderabad/té-a-tea-tradition-kacheguda,Té - A Tea Tradition,4.3,₹150 for one,"Tea, Shake, Beverages, Fast Food, Sandwich, Street Food",6,41 min
779,https://www.zomato.com/hyderabad/heavenly-biryani-dilsukhnagar,Heavenly Biryani,3.1,₹150 for one,"Biryani, Beverages",2,57 min
780,https://www.zomato.com/hyderabad/balaji-mithai-wala-chat-saroor-nagar,Balaji Mithai Wala & Chat,3.4,₹150 for one,"Mithai, Street Food",2,38 min
781,https://www.zomato.com/hyderabad/chai-toh-banti-hai-himayath-nagar,Chai Toh Banti hai,3.3,₹150 for one,"Street Food, Beverages, Tea",3,57 min
782,https://www.zomato.com/hyderabad/cakes-online-banjara-hills,Cakes Online,4.0,₹150 for one,"Bakery, Desserts",2,58 min
783,https://www.zomato.com/hyderabad/moon-bean-malakpet,Moon Bean,3.7,₹150 for one,"Chinese, North Indian, Continental, Fast Food, Kebab, Biryani, Beverages",7,45 min
784,https://www.zomato.com/hyderabad/bubji-restaurant-falaknuma,Bubji Restaurant,New,₹150 for one,"North Indian, Fast Food, Chinese",3,39 min
785,https://www.zomato.com/hyderabad/our-cake-heaven-1-amberpet,Our Cake Heaven,-,₹150 for one,"Bakery, Desserts",2,54 min
786,https://www.zomato.com/hyderabad/the-shawarma-daddy-rtc-x-roads,The Shawarma Daddy,2.9,₹150 for one,"Fast Food, Rolls, Shawarma",3,60 min
787,https://www.zomato.com/hyderabad/star-paan-shop-ghansi-bazaar,Star Paan Shop,4.3,₹150 for one,"Paan, Ice Cream",2,37 min
788,https://www.zomato.com/hyderabad/mg-point-fast-food-chandrayanagutta,MG Point Fast Food,3.5,₹150 for one,"Kebab, North Indian, Chinese",3,47 min
789,https://www.zomato.com/hyderabad/krispinos-2-himayath-nagar,Krispinos,-,₹200 for one,"Burger, Sandwich, Fast Food, Pizza, Wraps, Shake, Beverages",7,46 min
790,https://www.zomato.com/hyderabad/gelato-burger-house-2-chandrayanagutta,Gelato Burger House,4.0,₹200 for one,"Fast Food, Beverages",2,48 min
791,https://www.zomato.com/hyderabad/telugu-vari-inti-ruchulu-dilsukhnagar,Telugu Vari Inti Ruchulu,3.6,₹200 for one,South Indian,1,44 min
792,https://www.zomato.com/hyderabad/office-box-meals-veg-and-non-veg-dilsukhnagar,Office Box Meals ( Veg And Non Veg),3.4,₹200 for one,South Indian,1,43 min
793,https://www.zomato.com/hyderabad/mashaallah-chaakna-charminar,Mashaallah Chaakna,4.1,₹200 for one,Hyderabadi,1,28 min
794,https://www.zomato.com/hyderabad/anus-food-court-dilsukhnagar,Anu's Food Court,3.9,₹200 for one,"South Indian, Chinese, Street Food, Fast Food, Biryani, North Indian, Desserts, Beverages",8,47 min
795,https://www.zomato.com/hyderabad/jumerah-arabian-mandi-1-malakpet,Jumerah Arabian Mandi,-,₹200 for one,"Mandi, Arabian, North Indian",3,43 min
796,https://www.zomato.com/hyderabad/biryani-crave-malakpet,Biryani Crave,-,₹200 for one,"Biryani, Kebab",2,55 min
797,https://www.zomato.com/hyderabad/naimat-delight-khairatabad,Naimat Delight,4.0,₹200 for one,"South Indian, Desserts",2,68 min
798,https://www.zomato.com/hyderabad/100k-family-bojanam-curries-dilsukhnagar,100k Family Bojanam Curries,4.0,₹200 for one,South Indian,1,48 min
799,https://www.zomato.com/hyderabad/new-delhi-mithaiwala-amberpet,New Delhi Mithaiwala,-,₹200 for one,"Mithai, Street Food",2,51 min
800,https://www.zomato.com/hyderabad/raju-gari-homely-lunch-bojanam-dilsukhnagar,Raju Gari Homely Lunch Bojanam,4.4,₹200 for one,"South Indian, Andhra",2,47 min
801,https://www.zomato.com/hyderabad/rabiyas-kitchen-malakpet,Rabiya's Kitchen,4.4,₹50 for one,"North Indian, Hyderabadi, Mughlai",3,46 min
802,https://www.zomato.com/hyderabad/insta-fruits-kacheguda,Insta Fruits,3.4,₹50 for one,Healthy Food,1,39 min
803,https://www.zomato.com/hyderabad/rks-kitchen-dilsukhnagar,RK's Kitchen,4.2,₹50 for one,South Indian,1,48 min
804,https://www.zomato.com/hyderabad/chicken-meal-and-veg-meal-100-family-verities-dilsukhnagar,Chicken Meal And Veg Meal 100 Family Verities,New,₹50 for one,Street Food,1,48 min
805,https://www.zomato.com/hyderabad/khush-di-rasoi-falaknuma,Khush Di Rasoi,4.0,₹50 for one,"Street Food, North Indian, South Indian",3,65 min
806,https://www.zomato.com/hyderabad/santoshi-dhaba-dilsukhnagar,Santoshi Dhaba,-,₹50 for one,"North Indian, Chinese, Biryani, Salad, Desserts",5,53 min
807,https://www.zomato.com/hyderabad/aahaa-food-court-2-amberpet,Aahaa Food Court,3.3,₹50 for one,"South Indian, Chinese, North Indian, Beverages",4,51 min
808,https://www.zomato.com/hyderabad/meraj-naan-lakdikapul,Meraj Naan,4.0,₹50 for one,North Indian,1,30 min
809,https://www.zomato.com/hyderabad/eggoholic-musheerabad,Eggoholic,3.2,₹50 for one,"Sandwich, Rolls, Fast Food, Street Food, Shake, Beverages",6,45 min
810,https://www.zomato.com/hyderabad/kodi-biryani-dilsukhnagar,Kodi Biryani,-,₹50 for one,"Biryani, Chinese",2,47 min
811,https://www.zomato.com/hyderabad/ss-food-zone-saroor-nagar,SS Food Zone,-,₹50 for one,"Chinese, Kebab, Shawarma",3,51 min
812,https://www.zomato.com/hyderabad/elysium-creamery-1-abids,Elysium Creamery,-,₹50 for one,"Ice Cream, Desserts",2,40 min
813,https://www.zomato.com/hyderabad/shawarma-valley-dilsukhnagar,Shawarma Valley,-,₹200 for one,"Chinese, Biryani",2,47 min
814,https://www.zomato.com/hyderabad/s-m-z-paratha-charminar,S M Z Paratha,3.8,₹200 for one,North Indian,1,41 min
815,https://www.zomato.com/hyderabad/cakes-papaji-masab-tank,Cakes Papaji,3.3,₹200 for one,"Bakery, Desserts",2,66 min
816,https://www.zomato.com/hyderabad/andhra-ruchulu-akka-bavagaru-dilsukhnagar,Andhra Ruchulu Akka Bavagaru,3.3,₹200 for one,South Indian,1,46 min
817,https://www.zomato.com/hyderabad/burger-brothers-boiguda-secunderabad,Burger Brother's,-,₹200 for one,"Burger, Fast Food",2,50 min
818,https://www.zomato.com/hyderabad/tcs-the-cheese-cake-story-himayath-nagar,TCS - The Cheese Cake Story,3.8,₹200 for one,Desserts,1,45 min
819,https://www.zomato.com/hyderabad/tasty-and-quick-pizza-kitchen-malakpet,Tasty And Quick Pizza Kitchen,4.3,₹200 for one,"Pizza, Fast Food",2,44 min
820,https://www.zomato.com/hyderabad/chittemma-homely-bagara-rice-curries-dilsukhnagar,Chittemma Homely Bagara Rice Curries,3.5,₹200 for one,South Indian,1,44 min
821,https://www.zomato.com/hyderabad/your-family-foods-dilsukhnagar,Your Family Foods,3.8,₹200 for one,"South Indian, North Indian",2,44 min
822,https://www.zomato.com/hyderabad/sudha-ramya-homely-curry-point-mess-dilsukhnagar,Sudha Ramya Homely Curry Point  Mess,3.1,₹200 for one,"South Indian, Andhra",2,47 min
823,https://www.zomato.com/hyderabad/roll-bake-saroor-nagar,Roll & Bake,New,₹200 for one,"Shawarma, Pizza, Sandwich, Wraps, Burger, Fast Food, Shake",7,46 min
824,https://www.zomato.com/hyderabad/kiranmai-food-court-dilsukhnagar,Kiranmai Food Court,3.9,₹200 for one,"South Indian, Andhra",2,45 min
825,https://www.zomato.com/hyderabad/balaji-sitaram-mithai-bhandar-lakdikapul,Balaji Sitaram Mithai Bhandar,3.9,₹100 for one,"Mithai, Street Food",2,Closes in 20 minutes
826,https://www.zomato.com/hyderabad/babai-express-lakdikapul,Babai Express,3.7,₹100 for one,South Indian,1,Closes in 35 minutes
827,https://www.zomato.com/hyderabad/aroha-restaurant-1-lakdikapul,Aroha Restaurant,-,₹100 for one,"South Indian, Chinese, Biryani, North Indian, Mughlai",5,Closes in 1 hour 5 minutes
828,https://www.zomato.com/hyderabad/rasa-by-ashoka-1-lakdikapul,Rasa By Ashoka,-,₹100 for one,"North Indian, Mughlai, Biryani, Seafood, Desserts, Kebab",6,Closes in 5 minutes
829,https://www.zomato.com/hyderabad/cost-to-cost-curry-point-dilsukhnagar,Cost To Cost Curry Point,3.4,₹100 for one,South Indian,1,44 min
830,https://www.zomato.com/hyderabad/the-luvs-kitchen-musheerabad,The LUV's Kitchen,-,₹100 for one,"Chinese, North Indian",2,47 min
831,https://www.zomato.com/hyderabad/vadapav-more-himayath-nagar,Vadapav & More,3.9,₹100 for one,Street Food,1,53 min
832,https://www.zomato.com/hyderabad/mingle-maggi-musheerabad,Mingle Maggi,2.8,₹100 for one,"Street Food, Fast Food",2,52 min
833,https://www.zomato.com/hyderabad/shree-bake-cake-dilsukhnagar,Shree Bake & Cake,3.3,₹100 for one,"Bakery, Pizza, Burger, Fast Food",4,54 min
834,https://www.zomato.com/hyderabad/chicken-bones-soup-liver-mixed-rice-bowl-dilsukhnagar,Chicken Bones Soup Liver Mixed Rice Bowl,4.2,₹100 for one,South Indian,1,49 min
835,https://www.zomato.com/hyderabad/cakes-king-masab-tank,Cakes King,3.9,₹100 for one,"Bakery, Desserts",2,67 min
836,https://www.zomato.com/hyderabad/vantinty-bagara-rice-center-saroor-nagar,Vantinty Bagara Rice Center,New,₹100 for one,South Indian,1,49 min
837,https://www.zomato.com/hyderabad/hotel-indu-deluxe-lakdikapul,Hotel Indu Deluxe,4.1,₹300 for one,"North Indian, Mughlai, Biryani, Beverages",4,44 min
838,https://www.zomato.com/hyderabad/crispy-crust-lakdikapul,Crispy Crust,3.4,₹300 for one,"Pizza, Burger, Sandwich, Fast Food, Desserts, Juices, Shake",7,48 min
839,https://www.zomato.com/hyderabad/arabella-lakdikapul,Arabella,3.9,₹300 for one,"Lebanese, Arabian, North Indian, Mandi, Kebab, Desserts, Beverages",7,52 min
840,https://www.zomato.com/hyderabad/cassia-hampshire-plaza-lakdikapul,Cassia - Hampshire Plaza,-,₹300 for one,"Mughlai, North Indian, Oriental, Chinese, Continental, Seafood, Fast Food, Beverages",8,51 min
841,https://www.zomato.com/hyderabad/five-star-attapur,Five Star,New,₹300 for one,"Fast Food, Burger, Rolls",3,41 min
842,https://www.zomato.com/hyderabad/mini-box-meals-dilsukhnagar,Mini Box Meals,3.7,₹300 for one,"Street Food, North Indian",2,43 min
843,https://www.zomato.com/hyderabad/ganga-rambhabu-currypoint-and-mess-dilsukhnagar,Ganga Rambhabu Currypoint And Mess,4.2,₹300 for one,South Indian,1,44 min
844,https://www.zomato.com/hyderabad/gongura-pappu-tomato-appu-palakura-pappu-100-curries-dilsukhnagar,"Gongura Pappu,Tomato Appu,Palakura Pappu 100 curries",4.1,₹300 for one,South Indian,1,46 min
845,https://www.zomato.com/hyderabad/bismillah-paratha-charminar,Bismillah Paratha,4.0,₹300 for one,North Indian,1,39 min
846,https://www.zomato.com/hyderabad/waffles-dinges-himayath-nagar,Waffles & Dinges,4.0,₹300 for one,"Waffle, Desserts",2,48 min
847,https://www.zomato.com/hyderabad/yummy-bee-himayath-nagar,Yummy Bee,4.0,₹300 for one,"Desserts, Sandwich",2,40 min
848,https://www.zomato.com/hyderabad/ramzan-rumali-point-nampally,Ramzan Rumali Point,New,₹300 for one,"North Indian, Hyderabadi",2,43 min
849,https://www.zomato.com/hyderabad/65-corner-fast-food-lakdikapul,65 Corner Fast Food,4.1,₹100 for one,Chinese,1,Closes in 1 hour 34 minutes
850,https://www.zomato.com/hyderabad/anupama-hotel-veg-non-veg-lakdikapul,Anupama Hotel Veg & Non Veg,4.0,₹100 for one,"Hyderabadi, Biryani",2,42 min
851,https://www.zomato.com/hyderabad/ek-pyali-chai-1-lakdikapul,Ek Pyali Chai,3.5,₹100 for one,"Fast Food, Street Food, Tea, Beverages, Coffee",5,48 min
852,https://www.zomato.com/hyderabad/narmadas-rasoi-himayath-nagar,Narmada's Rasoi,New,₹100 for one,"North Indian, Chinese, Biryani",3,48 min
853,https://www.zomato.com/hyderabad/cakes-99-banjara-hills,Cakes 99,3.6,₹100 for one,"Bakery, Desserts",2,56 min
854,https://www.zomato.com/hyderabad/panthashala-1-charminar,Panthashala,4.0,₹100 for one,"Chinese, North Indian, Biryani",3,34 min
855,https://www.zomato.com/hyderabad/the-absolute-biryanis-dilsukhnagar,The Absolute Biryani's,-,₹100 for one,"Biryani, North Indian, Fast Food, Chinese",4,52 min
856,https://www.zomato.com/hyderabad/fast-food-home-made-dilsukhnagar,Fast Food Home Made,3.3,₹100 for one,"Chinese, Biryani",2,48 min
857,https://www.zomato.com/hyderabad/24-7-biryani-dilsukhnagar,24/7 Biryani,3.4,₹100 for one,"Biryani, Chinese",2,50 min
