,links,names,ratings,price for one,cuisine,no of cisine,delivery time
1032,https://www.zomato.com/hyderabad/indias-flavours-dilsukhnagar,India's Flavours,New,₹100 for one,Hyderabadi,1,43 min
1033,https://www.zomato.com/hyderabad/gobblers-rolls-bowls-1-narayanguda,Gobblers Rolls & Bowls,-,₹100 for one,"Fast Food, Rolls",2,41 min
1034,https://www.zomato.com/hyderabad/feel-in-byte-chandrayanagutta,Feel In Byte,3.4,₹100 for one,"Lebanese, Fast Food, Shawarma",3,38 min
1035,https://www.zomato.com/hyderabad/piyush-juice-and-chat-abids,Piyush Juice And Chat,-,₹100 for one,"Fast Food, Street Food, Sandwich, Pizza, Burger, Ice Cream, Juices, Shake",8,50 min
1036,https://www.zomato.com/hyderabad/homely-meals-and-curries-center-dilsukhnagar,Homely Meals And Curries Center,3.2,₹100 for one,Mughlai,1,42 min
1037,https://www.zomato.com/hyderabad/party-meal-veg-and-nonveg-dilsukhnagar,Party Meal Veg And Nonveg,New,₹100 for one,South Indian,1,40 min
1038,https://www.zomato.com/hyderabad/aamantran-raga-sweets-bakes-musheerabad,Aamantran Raga Sweets & Bakes,3.7,₹100 for one,"Mithai, Desserts, Fast Food, Street Food, Sandwich, Shake, Beverages",7,45 min
1039,https://www.zomato.com/hyderabad/low-budget-high-quality-meal-restaurant-saroor-nagar,Low Budget High Quality Meal Restaurant,3.8,₹100 for one,"South Indian, Street Food",2,43 min
1040,https://www.zomato.com/hyderabad/homely-curry-point-and-mess-dilsukhnagar,Homely Curry Point And Mess,3.2,₹100 for one,Andhra,1,42 min
1041,https://www.zomato.com/hyderabad/spicy-sambar-rice-spicy-chicken-rice-dilsukhnagar,Spicy Sambar Rice Spicy Chicken Rice,3.3,₹100 for one,"South Indian, Andhra",2,45 min
1042,https://www.zomato.com/hyderabad/mana-illu-dilsukhnagar,Mana Illu,4.1,₹100 for one,"South Indian, Street Food",2,40 min
1043,https://www.zomato.com/hyderabad/sri-ganesh-chat-bhandar-1-dilsukhnagar,Sri Ganesh Chat Bhandar,New,₹100 for one,"Street Food, Sandwich",2,39 min
1044,https://www.zomato.com/hyderabad/sharmaji-pav-bhaji-fast-food-begum-bazaar,Sharmaji Pav Bhaji & Fast Food,3.0,₹100 for one,"Chinese, Street Food",2,34 min
1045,https://www.zomato.com/hyderabad/really-homely-foods-hotel-dilsukhnagar,Really Homely Foods Hotel,3.4,₹100 for one,South Indian,1,41 min
1046,https://www.zomato.com/hyderabad/robin-bay-kitchen-2-dilsukhnagar,Robin Bay Kitchen,3.4,₹100 for one,"Pizza, Burger, Pasta, Street Food, Desserts",5,64 min
1047,https://www.zomato.com/hyderabad/bava-bavamardi-currypoint-and-mess-saroor-nagar,Bava Bavamardi Currypoint And Mess,3.6,₹100 for one,South Indian,1,40 min
1048,https://www.zomato.com/hyderabad/gobblers-rolls-bowls-abids,Gobblers Rolls & Bowls,2.6,₹100 for one,"Rolls, North Indian, Italian, Fast Food, Shake",5,31 min
1049,https://www.zomato.com/hyderabad/royal-biryani-kababs-masab-tank,Royal Biryani & Kababs,3.8,₹100 for one,"North Indian, Chinese, Biryani",3,48 min
1050,https://www.zomato.com/hyderabad/sambhar-bhojanam-mess-dilsukhnagar,Sambhar Bhojanam Mess,3.2,₹100 for one,"South Indian, North Indian",2,43 min
1051,https://www.zomato.com/hyderabad/thickshakes-junction-nampally,Thickshakes Junction,New,₹100 for one,Shake,1,36 min
1052,https://www.zomato.com/hyderabad/sandwich-dudes-abids,Sandwich Dudes,-,₹100 for one,"Sandwich, Fast Food, Beverages, Shake",4,48 min
1053,https://www.zomato.com/hyderabad/biryani-in-minutes-dilsukhnagar,Biryani In Minutes,3.3,₹250 for one,"Biryani, Chinese, South Indian",3,43 min
1054,https://www.zomato.com/hyderabad/siddhi-vinayak-1-begum-bazaar,Siddhi Vinayak,-,₹250 for one,Beverages,1,28 min
1055,https://www.zomato.com/hyderabad/dorasani-dora-gari-inti-homely-goods-saroor-nagar,Dorasani Dora Gari Inti Homely Goods,3.2,₹250 for one,South Indian,1,43 min
1056,https://www.zomato.com/hyderabad/the-kunafa-kingdom-malakpet,The Kunafa Kingdom,New,₹250 for one,"Desserts, Fast Food, Wraps, Burger",4,39 min
1057,https://www.zomato.com/hyderabad/bagara-rice-meal-saroor-nagar,Bagara Rice Meal,3.1,₹250 for one,"South Indian, Andhra",2,44 min
1058,https://www.zomato.com/hyderabad/saitejaswini-mana-inti-bojanam-saroor-nagar,Saitejaswini Mana Inti Bojanam,4.3,₹250 for one,"South Indian, Andhra",2,43 min
1059,https://www.zomato.com/hyderabad/mubarak-arabian-mandi-house-kacheguda,Mubarak Arabian Mandi House,-,₹250 for one,"Mandi, North Indian, Mughlai, Kebab, Chinese, Desserts, Shake, Beverages",8,34 min
1060,https://www.zomato.com/hyderabad/less-spices-foods-dilsukhnagar,Less Spices Foods,4.5,₹250 for one,South Indian,1,39 min
1061,https://www.zomato.com/hyderabad/doragariki-inti-roti-point-saroor-nagar,Doragariki Inti Roti Point,4.3,₹250 for one,South Indian,1,43 min
1062,https://www.zomato.com/hyderabad/telangana-inti-meal-108-currys-dilsukhnagar,Telangana Inti Meal 108 Currys,3.0,₹250 for one,North Indian,1,40 min
1063,https://www.zomato.com/hyderabad/sunday-home-foods-dilsukhnagar,Sunday Home Foods,New,₹250 for one,"North Indian, Mughlai, Street Food",3,38 min
1064,https://www.zomato.com/hyderabad/al-marwan-mandi-chandrayanagutta,Al Marwan Mandi,New,₹250 for one,Mandi,1,53 min
1065,https://www.zomato.com/hyderabad/d-grill-kitchen-nampally,D Grill Kitchen,4.3,₹150 for one,"Sandwich, Burger, Fast Food, Lebanese",4,28 min
1066,https://www.zomato.com/hyderabad/10-rupee-meals-dilsukhnagar,10 Rupee Meals,3.1,₹150 for one,"South Indian, North Indian, Beverages",3,38 min
1067,https://www.zomato.com/hyderabad/dcreme-by-dadus-himayath-nagar,D'Creme by Dadu's,-,₹150 for one,"Ice Cream, Desserts, Mithai",3,44 min
1068,https://www.zomato.com/hyderabad/turkish-shawarma-falaknuma,Turkish Shawarma,3.6,₹150 for one,Shawarma,1,50 min
1069,https://www.zomato.com/hyderabad/dal-pappu-mess-dilsukhnagar,Dal Pappu Mess,3.4,₹150 for one,South Indian,1,43 min
1070,https://www.zomato.com/hyderabad/daily-meals-restaurant-dilsukhnagar,Daily Meals Restaurant,4.0,₹150 for one,"South Indian, North Indian, Hyderabadi, Street Food",4,39 min
1071,https://www.zomato.com/hyderabad/the-milkshake-shop-kacheguda,The Milkshake Shop,3.0,₹150 for one,"Desserts, Ice Cream, Beverages, Shake",4,55 min
1072,https://www.zomato.com/hyderabad/burger-dudes-abids,Burger Dudes,2.6,₹150 for one,"Burger, Fast Food, Beverages, Shake",4,33 min
1073,https://www.zomato.com/hyderabad/quality-shawarma-mehdipatnam,Quality Shawarma,-,₹150 for one,Bakery,1,45 min
1074,https://www.zomato.com/hyderabad/telangana-amma-vantalu-dilsukhnagar,Telangana Amma Vantalu,3.5,₹150 for one,South Indian,1,42 min
1075,https://www.zomato.com/hyderabad/mana-amma-curry-point-and-mess-dilsukhnagar,Mana Amma Curry Point And Mess,3.9,₹150 for one,"Andhra, South Indian",2,41 min
1076,https://www.zomato.com/hyderabad/the-shakes-lounge-malakpet,The Shakes Lounge,4.0,₹150 for one,"Beverages, Shake, Ice Cream",3,45 min
1077,https://www.zomato.com/hyderabad/garam-garam-curry-point-dilsukhnagar,Garam Garam Curry Point,3.5,₹150 for one,"South Indian, Andhra",2,39 min
1078,https://www.zomato.com/hyderabad/retro-rolls-charminar,Retro Rolls,New,₹150 for one,"Pizza, Burger, Wraps, Shawarma, Fast Food",5,29 min
1079,https://www.zomato.com/hyderabad/pappu-egg-chicken-annam-hotel-dilsukhnagar,Pappu  Egg Chicken Annam Hotel,3.4,₹150 for one,South Indian,1,39 min
1080,https://www.zomato.com/hyderabad/small-home-meal-and-currys-saroor-nagar,Small Home Meal And Currys,4.3,₹150 for one,"South Indian, Andhra",2,39 min
1081,https://www.zomato.com/hyderabad/bendakaya-pulusu-neeku-ami-telusu-currypoint-saroor-nagar,Bendakaya Pulusu Neeku Ami Telusu Currypoint,3.2,₹150 for one,"South Indian, Andhra",2,44 min
1082,https://www.zomato.com/hyderabad/lassi-more-masab-tank,Lassi & More,3.6,₹150 for one,"Coffee, Shake, Ice Cream, Beverages",4,38 min
1083,https://www.zomato.com/hyderabad/spicy-hot-homely-meal-dilsukhnagar,Spicy Hot Homely Meal,3.0,₹150 for one,South Indian,1,44 min
1084,https://www.zomato.com/hyderabad/smooth-triangle-shape-chapati-center-dilsukhnagar,Smooth Triangle Shape Chapati Center,4.0,₹150 for one,South Indian,1,43 min
1085,https://www.zomato.com/hyderabad/sudhaker-homely-mess-and-currypoint-saroor-nagar,Sudhaker Homely Mess And Currypoint,3.1,₹150 for one,South Indian,1,43 min
1086,https://www.zomato.com/hyderabad/shawarma-central-chandrayanagutta,Shawarma Central,New,₹150 for one,"Shawarma, Sandwich, Burger",3,53 min
1087,https://www.zomato.com/hyderabad/magic-pan-chandrayanagutta,Magic Pan,New,₹150 for one,"South Indian, Chinese",2,38 min
1088,https://www.zomato.com/hyderabad/telanagana-curry-point-dilsukhnagar,Telanagana Curry Point,New,₹150 for one,South Indian,1,41 min
1089,https://www.zomato.com/hyderabad/small-curry-point-saroor-nagar,Small Curry Point,2.9,₹150 for one,North Indian,1,42 min
1090,https://www.zomato.com/hyderabad/shawarma-delight-chandrayanagutta,Shawarma Delight,New,₹150 for one,Shawarma,1,45 min
1091,https://www.zomato.com/hyderabad/the-egg-stuff-1-himayath-nagar,The Egg Stuff,New,₹150 for one,"North Indian, Hyderabadi, Beverages",3,41 min
1092,https://www.zomato.com/hyderabad/asif-sweets-and-bakers-mehdipatnam,Asif Sweets And Bakers,-,₹150 for one,"Mithai, Street Food, Fast Food",3,37 min
1093,https://www.zomato.com/hyderabad/tawakkal-mandi-arabian-food-court-saroor-nagar,Tawakkal Mandi Arabian Food Court,-,₹150 for one,"Mandi, Biryani",2,43 min
1094,https://www.zomato.com/hyderabad/chicken-65-box-dilsukhnagar,Chicken 65 Box,New,₹150 for one,"Chinese, Sichuan, Biryani",3,36 min
1095,https://www.zomato.com/hyderabad/the-thaali-thikhana-platters-and-thaalis-rani-gunj-secunderabad,The Thaali Thikhana - Platters And Thaalis,-,₹150 for one,"North Indian, Chinese, Momos, Biryani",4,54 min
1096,https://www.zomato.com/hyderabad/quality-cakes-mehdipatnam,Quality Cakes,4.3,₹150 for one,"Bakery, Desserts",2,72 min
1097,https://www.zomato.com/hyderabad/madhu-ruchi-dilsukhnagar,Madhu Ruchi,4.3,₹150 for one,"North Indian, Chinese, Biryani, Sichuan",4,37 min
1098,https://www.zomato.com/hyderabad/hotel-aadaab-nampally,Hotel Aadaab,4.0,₹150 for one,"North Indian, Chinese, Biryani, Mughlai, Seafood",5,40 min
1099,https://www.zomato.com/hyderabad/zaras-biryani-corner-2-attapur,Zara's Biryani Corner,-,₹150 for one,Biryani,1,33 min
1100,https://www.zomato.com/hyderabad/pista-house-bakery-koti,Pista House Bakery,4.3,₹150 for one,"Bakery, Pizza, Fast Food, Rolls, Desserts",5,Opens on Sunday at 11am
1101,https://www.zomato.com/hyderabad/scoops-ice-cream-1-attapur,Scoops Ice Cream,4.1,₹150 for one,"Ice Cream, Street Food, Beverages, Shake, Fast Food",5,Closes in 34 minutes
1102,https://www.zomato.com/hyderabad/pista-house-2-saroor-nagar,Pista House,4.0,₹150 for one,"North Indian, Chinese, Biryani, Kebab, Seafood, Ice Cream, Desserts, Beverages",8,"Temporarily closed, will be back soon!"
1103,https://www.zomato.com/hyderabad/cream-stone-ice-cream-necklace-road,Cream Stone Ice Cream,4.1,₹150 for one,"Ice Cream, Desserts",2,Closes in 34 minutes
1104,https://www.zomato.com/hyderabad/karachi-bakery-malakpet,Karachi Bakery,4.2,₹150 for one,"Bakery, Chinese, Pizza, Sandwich, Italian, Wraps, Street Food, Fast Food",8,Opens tomorrow at 10am
1105,https://www.zomato.com/hyderabad/kwality-walls-frozen-dessert-and-ice-cream-shop-ramanthapur,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,₹150 for one,"Ice Cream, Desserts",2,Opens tomorrow at 10am
1106,https://www.zomato.com/hyderabad/mohammedia-shawarma-1-langer-houz,Mohammedia Shawarma,4.1,₹150 for one,"North Indian, Chinese, Shawarma",3,Opening hours not available
1107,https://www.zomato.com/hyderabad/zomoz-the-momo-company-masab-tank,Zomoz - The Momo Company,4.1,₹150 for one,"Momos, Chinese, Fast Food",3,Opens on Sunday at 12noon
1108,https://www.zomato.com/hyderabad/hotel-sri-raghavendra-udupi-veg-saroor-nagar,Hotel Sri Raghavendra Udupi Veg,4.0,₹150 for one,"South Indian, Chinese, North Indian, Sichuan, Desserts, Juices, Beverages",7,Opens tomorrow at 7:30am
1109,https://www.zomato.com/hyderabad/the-belgian-waffle-co-dilsukhnagar,The Belgian Waffle Co.,4.3,₹150 for one,"Waffle, Pancake, Desserts, Ice Cream, Beverages",5,Opens tomorrow at 11am
1110,https://www.zomato.com/hyderabad/wow-momo-dilsukhnagar,WOW! Momo,4.1,₹150 for one,"Momos, Fast Food, Tibetan, Sichuan, Beverages",5,Permanently Closed
1111,https://www.zomato.com/hyderabad/subbayya-gari-hotel-malakpet,Subbayya Gari Hotel,4.0,₹150 for one,South Indian,1,Opens tomorrow at 11am
1112,https://www.zomato.com/hyderabad/biryani-by-kilo-attapur,Biryani By Kilo,4.4,₹300 for one,"Biryani, North Indian, Kebab",3,Opening hours not available
1113,https://www.zomato.com/hyderabad/tibbs-frankie-serving-rolls-since-1969-abids,Tibb's Frankie - Serving Rolls Since 1969,4.4,₹300 for one,Rolls,1,Opens tomorrow at 12noon
1114,https://www.zomato.com/hyderabad/sha-sha-shandaar-shawarma-attapur,Sha Sha Shandaar Shawarma,4.1,₹300 for one,"Shawarma, Wraps, Fast Food",3,Opens tomorrow at 5:15am
1115,https://www.zomato.com/hyderabad/ram-ki-bandi-nampally,Ram Ki Bandi,4.2,₹300 for one,South Indian,1,Opens tomorrow at 5am
1116,https://www.zomato.com/hyderabad/the-exotic-shawarma-mehdipatnam,The Exotic Shawarma,4.0,₹300 for one,"Fast Food, Beverages, Shake, Pizza, Momos, Shawarma",6,Opens tomorrow at 11am
1117,https://www.zomato.com/hyderabad/dadus-dilsukhnagar,Dadu's,4.3,₹300 for one,Mithai,1,Opens tomorrow at 10am
1118,https://www.zomato.com/hyderabad/brownbear-himayath-nagar,BrownBear,4.0,₹300 for one,"Bakery, Pancake, Desserts, Sandwich, Burger, Pizza, Fast Food",7,Opens tomorrow at 10:30am
1119,https://www.zomato.com/hyderabad/kamat-hotel-nampally,Kamat Hotel,4.3,₹300 for one,"North Indian, South Indian, Chinese, Sandwich, Ice Cream, Beverages",6,Opens tomorrow at 7am
1120,https://www.zomato.com/hyderabad/g-pulla-reddy-sweets-abids,G. Pulla Reddy Sweets,4.4,₹300 for one,"Mithai, Desserts",2,Opens tomorrow at 9:15am
1121,https://www.zomato.com/hyderabad/bhattad-ki-idli-rambharose-bhandar-kacheguda,Bhattad Ki Idli - Rambharose Bhandar,4.1,₹300 for one,South Indian,1,Opens tomorrow at 7am
1122,https://www.zomato.com/hyderabad/rice-bowl-dilsukhnagar,Rice Bowl,3.8,₹300 for one,North Indian,1,Opens on Sunday at 11am
1123,https://www.zomato.com/hyderabad/bikanervala-1-banjara-hills,Bikanervala,-,₹300 for one,"North Indian, South Indian, Chinese, Street Food, Fast Food, Bakery, Desserts, Beverages",8,Closes in 34 minutes
1124,https://www.zomato.com/hyderabad/hotel-sandarshini-musheerabad,Hotel Sandarshini,3.6,₹100 for one,"South Indian, North Indian, Chinese, Beverages",4,Opens tomorrow at 6:30am
1125,https://www.zomato.com/hyderabad/starbucks-coffee-banjara-hills,Starbucks Coffee,4.3,₹100 for one,"Cafe, Coffee, Fast Food, Desserts, Beverages",5,Opens tomorrow at 10am
1126,https://www.zomato.com/hyderabad/pathemari-kerala-restaurant-nampally,Pathemari Kerala Restaurant,4.2,₹100 for one,"Kerala, Biryani, South Indian",3,Opens tomorrow at 8:30am
1127,https://www.zomato.com/hyderabad/delight-delicious-1-mehdipatnam,Delight Delicious,3.4,₹100 for one,"Bakery, Pizza, Fast Food, Chinese, Sandwich, Burger, Street Food, Sichuan",8,Opens tomorrow at 11am
1128,https://www.zomato.com/hyderabad/mai-ki-rasoi-himayath-nagar,Mai Ki Rasoi,4.3,₹100 for one,North Indian,1,Opens tomorrow at 12:30pm
1129,https://www.zomato.com/hyderabad/arun-ice-creams-himayath-nagar,Arun Ice Creams,4.2,₹100 for one,"Ice Cream, Desserts",2,Opens tomorrow at 10am
1130,https://www.zomato.com/hyderabad/samosa-singh-banjara-hills,Samosa Singh,4.0,₹100 for one,"Street Food, North Indian, Beverages",3,Closes in 34 minutes
1131,https://www.zomato.com/hyderabad/oven-basket-meerpet,Oven Basket,3.9,₹100 for one,"Bakery, Chinese, Fast Food, Sichuan, Pizza, Burger",6,Opens tomorrow at 10am
1132,https://www.zomato.com/hyderabad/nrs-hotel-nandini-nallakunta,NR's Hotel Nandini,4.4,₹100 for one,South Indian,1,Opens tomorrow at 6:30am
1133,https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-khairatabad,Sri Balaji Mithai Bhandar,4.3,₹100 for one,Mithai,1,Closes in 4 minutes
1134,https://www.zomato.com/hyderabad/shero-home-food-andhra-2-attapur,Shero Home Food - Andhra,3.7,₹100 for one,"Andhra, South Indian, Desserts",3,Opens tomorrow at 9am
1135,https://www.zomato.com/hyderabad/ikraam-restaurant-charminar,Ikraam Restaurant,4.1,₹100 for one,"North Indian, Chinese, Mughlai, Seafood, Salad, Biryani, Desserts, Beverages",8,Opens tomorrow at 3:30am
1136,https://www.zomato.com/hyderabad/almond-house-himayath-nagar,Almond House,4.6,₹200 for one,Mithai,1,Opens tomorrow at 10am
1137,https://www.zomato.com/hyderabad/spicy-food-court-attapur,Spicy Food Court,3.8,₹200 for one,"Chinese, North Indian, Sichuan",3,Opens tomorrow at 12noon
1138,https://www.zomato.com/hyderabad/mahalaxmi-tiffin-centre-ghansi-bazaar,Mahalaxmi Tiffin Centre,4.2,₹200 for one,South Indian,1,Opens tomorrow at 8am
1139,https://www.zomato.com/hyderabad/havmor-havfunn-ice-cream-himayath-nagar,Havmor Havfunn Ice Cream,4.0,₹200 for one,"Ice Cream, Desserts",2,Closes in 34 minutes
1140,https://www.zomato.com/hyderabad/hi-king-bakers-2-saroor-nagar,Hi King Bakers,4.2,₹200 for one,"Fast Food, Pizza, Burger, Sandwich, Chinese, Bakery, Desserts",7,Opens tomorrow at 11am
1141,https://www.zomato.com/hyderabad/crispy-hub-musheerabad,Crispy Hub,3.8,₹200 for one,"Burger, Fast Food, Pizza",3,Currently not accepting orders
1142,https://www.zomato.com/hyderabad/emerald-mithai-shop-banjara-hills,Emerald Mithai Shop,4.4,₹200 for one,Mithai,1,Opens tomorrow at 8am
1143,https://www.zomato.com/hyderabad/cafe-coffee-day-khairatabad,Cafe Coffee Day,3.9,₹200 for one,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Fast Food, Desserts",8,Opens tomorrow at 10am
1144,https://www.zomato.com/hyderabad/baker-street-mehdipatnam,Baker Street,4.0,₹200 for one,"Bakery, Chinese, Sandwich, Burger, Pizza, Fast Food",6,Opens tomorrow at 9:30am
1145,https://www.zomato.com/hyderabad/sahadeva-reddy-chaat-snacks-dilsukhnagar,Sahadeva Reddy Chaat & Snacks,4.1,₹200 for one,"Street Food, Fast Food",2,Opens tomorrow at 3pm
1146,https://www.zomato.com/hyderabad/agra-sweets-adikmet,Agra Sweets,4.0,₹200 for one,"Mithai, Street Food",2,Opens tomorrow at 1pm
1147,https://www.zomato.com/hyderabad/shero-home-food-andhra-1-saroor-nagar,Shero Home Food - Andhra,3.8,₹200 for one,"Andhra, South Indian, Desserts",3,Opens tomorrow at 6am
1148,https://www.zomato.com/hyderabad/sri-sai-veg-point-nallakunta,Sri Sai Veg Point,4.1,₹100 for one,"Chinese, North Indian, Sichuan",3,Closes in 34 minutes
1149,https://www.zomato.com/hyderabad/taaza-tiffins-saroor-nagar,Taaza Tiffins,4.0,₹100 for one,"South Indian, Beverages",2,Opens tomorrow at 7am
1150,https://www.zomato.com/hyderabad/farm-bowl-by-urbankisaan-panjagutta,Farm Bowl By Urbankisaan,3.7,₹100 for one,"Salad, Healthy Food",2,Opens tomorrow at 10am
1151,https://www.zomato.com/hyderabad/dolphin-food-court-adikmet,Dolphin Food Court,3.7,₹100 for one,"Chinese, Sichuan",2,"Temporarily closed for dining, will be back soon!"
1152,https://www.zomato.com/hyderabad/the-hyderabad-chicken-haleem-attapur,The Hyderabad Chicken Haleem,3.5,₹100 for one,Hyderabadi,1,Opens tomorrow at 12midnight
1153,https://www.zomato.com/hyderabad/shero-home-food-chettinad-mehdipatnam,Shero Home Food - Chettinad,4.0,₹100 for one,"South Indian, Andhra, Desserts",3,Opens tomorrow at 7am
1154,https://www.zomato.com/hyderabad/euphoria-bakers-abids,Euphoria Bakers,4.4,₹100 for one,"Bakery, Desserts",2,Opens tomorrow at 11am
1155,https://www.zomato.com/hyderabad/shree-ganesh-darshini-kacheguda,Shree Ganesh Darshini,3.7,₹100 for one,"South Indian, Desserts, Juices, Beverages",4,Closes in 4 minutes
1156,https://www.zomato.com/hyderabad/shri-morya-home-foods-marathi-katta-koti,Shri Morya Home Foods Marathi Katta,4.1,₹100 for one,"Maharashtrian, Fast Food, Street Food, Beverages",4,Opens tomorrow at 10am
1157,https://www.zomato.com/hyderabad/hameedi-confectioner-masab-tank,Hameedi Confectioner,4.5,₹100 for one,"Mithai, Street Food",2,Opens tomorrow at 10:15am
1158,https://www.zomato.com/hyderabad/the-tea-planet-dilsukhnagar,The Tea Planet,3.7,₹100 for one,"Tea, Beverages, Shake, Coffee",4,Closes in 4 minutes
1159,https://www.zomato.com/hyderabad/chai-point-banjara-hills,Chai Point,3.9,₹100 for one,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts",7,Closes in 34 minutes
1160,https://www.zomato.com/hyderabad/auberry-the-bake-shop-panjagutta,Auberry The Bake Shop,3.7,₹150 for one,"Bakery, Fast Food, Beverages",3,Opens on Thursday at 11am
1161,https://www.zomato.com/hyderabad/tewari-brothers-mithaiwala-khairatabad,Tewari Brothers Mithaiwala,4.1,₹150 for one,"Mithai, Desserts, Street Food",3,Opens tomorrow at 8:30am
1162,https://www.zomato.com/hyderabad/balaji-chat-bhandar-dilsukhnagar,Balaji Chat Bhandar,4.3,₹150 for one,Street Food,1,Opens tomorrow at 2pm
1163,https://www.zomato.com/hyderabad/sri-raghavendra-tiffins-kacheguda,Sri Raghavendra Tiffins,4.2,₹150 for one,South Indian,1,Opens tomorrow at 7:30am
